"Istituzione","Contratto","Macrocategoria","Categoria","Personale Tempo Determinato Uomini","Personale Tempo Determinato Donne","Formazione Lavoro Uomini","Formazione Lavoro Donne","Interinale Uomini","Interinale Donne","Lavoro Socialmente Utile Uomini","Lavoro Socialmente Utile Donne"
"C1599","RALN","ND","CA","0","0","0","0","0","0","4","3"
"C1604","RALN","ND","CA","7,94","0,72","0","0","0","0","0","0"
"C1614","RALN","ND","CA","0","0","0","0","0","0","8","2"
"C1615","RALN","ND","CA","0,56","1,11","0","0","0","0","17,53","9,48"
"C1618","PRTN","ND","CA","2","0","0","0","0","0","0","0"
"C1624","RALN","ND","CA","1","0","0","0","0","0","0","0"
"C1633","RALN","ND","CA","0","0","0","0","0","0","2","3"
"C1638","RALN","ND","CA","0","0","0","0","0","0","0,3","0"
"C1642","RALN","ND","CA","1","3","0","0","0","0","0","0"
"C1645","RALN","ND","CA","0","0","0","0","0","0","0,3","1,68"
"C1652","RALN","ND","CA","0","0","0","0","0","0","0,46","0,07"
"C1654","RALN","ND","CA","0","0","0","0","0","0","0,2","0,65"
"C1659","RALN","ND","CA","0","0","0","0","0","0","0,8","0,42"
"C1666","RALN","ND","CA","0","0","0","0","0","0","3,58","0,41"
"C1667","RALN","ND","CA","0","0","0","0","0","0","0","1"
"C1669","RALN","ND","CA","0","0,15","0","0","0","0","0","0"
"C1678","RALN","ND","CA","0","0","0","0","0","0","0","0,55"
"C1712","RALN","ND","CA","0","0","0","0","0","0","1","0"
"C1714","RALN","ND","CA","0","2","0","0","0","0","0","0"
"C1729","RALN","ND","CA","0","0","0","0","0","0","20,78","7,2"
"C1731","RALN","ND","CA","3,24","2,67","0","0","0","0","0","0,5"
"C1738","RALN","ND","CA","0","0","0","0","0","0","4","1"
"C8257","RALN","ND","CA","0","0","0","0","0","0","5","2"
"C1746","RALN","ND","CA","0","0","0","0","0","0","0","1,64"
"C1755","RALN","ND","CA","0","0","0","0","0","0","6","0"
"C1783","RALN","ND","CA","2","7","0","0","0","0","0","0"
"C1786","RALN","ND","CA","0","0","0","0","0","0","0,49","0,88"
"C1788","RALN","ND","CA","0","0","0","0","0","0","0,19","0"
"C1797","RALN","ND","CA","19","28","0","0","0","0","0","0"
"C1799","RALN","ND","CA","0","0","0","0","0","0","1,4","5,17"
"C1808","RALN","ND","CA","0","0","0","0","0","0","2","0"
"C1812","RALN","ND","CA","0","0","0","0","0","0","6,21","0"
"C1827","RALN","ND","CA","0","0","0","0","0","0","0,64","0"
"C1834","RALN","ND","CA","0","1","0","0","0","0","0","0"
"C1844","RALN","ND","CA","0","0","0","0","0","0,2","0","0"
"C1856","RALN","ND","CA","0","1","0","0","0","0","0","0"
"C1858","RALN","ND","CA","3,68","2,01","0","0","0","0","0","1,65"
"C1875","RALN","ND","CA","0","0","0","0","0","0","1,67","0"
"C1993","RALN","ND","CA","0","0,08","0","0","0","0","0","0"
"C2000","RALN","ND","CA","0,85","0","0","0","0","0,43","0","0"
"C1837","RALN","ND","CA","1","1,08","0","0","0","0","0","0"
"C1843","RALN","ND","CA","0,5","0","0","0","0","0","0","0"
"C1865","PRTN","ND","CA","0","0,44","0","0","0","0","0","0"
"C1869","RALN","ND","CA","0","0","0","0","0","0,28","0","0"
"C1881","RALN","ND","CA","0,48","0","0","0","0","0","0","4"
"C1890","RALN","ND","CA","0,55","0","0","0","0","0","0","2,16"
"C1893","RALN","ND","CA","0","2","0","0","0","0","0","0"
"C1894","RALN","ND","CA","0","0","0","0","1,83","0","0","0"
"C1896","RALN","ND","CA","0","0","0","0","0","0","5,33","0"
"C1926","RALN","ND","CA","1","0","0","0","0","0","0","0"
"C1933","RALN","ND","CA","0","0","0","0","0","0","8","5"
"C1937","PRTN","ND","CA","0","0,13","0","0","0","0","0","0"
"C1934","PRTN","ND","CA","0","0,88","0","0","0","0","0","0"
"C1940","RALN","ND","CA","0","0","0","0","1,5","0","0","0"
"C1823","RALN","ND","CA","10","6,67","0","0","0","0","2,8","5,44"
"C1951","RALN","ND","CA","0","0","0","0","0","0","1","3"
"C1965","RALN","ND","CA","0","0","0","0","0","0","1","1"
"C2014","RALN","ND","CA","1","0","0","0","0","0","0","8"
"C2034","RALN","ND","CA","0","0","0","0","0","0","0,27","0"
"C2029","RALN","ND","CA","0","1,5","0","0","0","0","0","0"
"C2028","RALN","ND","CA","1","0","0","0","0","0","0","0"
"C2042","RALN","ND","CA","0","0","0","0","0","0","8,08","2"
"C2056","RALN","ND","CA","0","0","0","0","0","0","0","0,6"
"C1870","RALN","ND","CA","5","15","0","0","0","0","0","0"
"C2069","RALN","ND","CA","0,8","0,7","0","0","0","0","0","0"
"C2070","RALN","ND","CA","6,5","6,5","0","0","0","0","0","1"
"C2071","RALN","ND","CA","0,41","0,54","0","0","0","0","9,06","14,94"
"C2075","RALN","ND","CA","0","0","0","0","0","0","0","0,25"
"C2013","RALN","ND","CA","2,17","4,33","0","0","0","0","0","0"
"C2088","PRTN","ND","CA","0,5","0","0","0","0","0","0","0"
"C2092","RALN","ND","CA","0","0","0","0","0","0","0","1,1"
"C2093","RALN","ND","CA","0","0","1","0","0","0","2","3"
"C2094","PRTN","ND","CA","0","0,37","0","0","0","0","0","0"
"C2125","RALN","ND","CA","0,58","1,33","0","0","0","0","0","0"
"C2127","RALN","ND","CA","0","0","0","0","3","0","24","0"
"C2131","RALN","ND","CA","0","1","0","0","0","0","0","0"
"C2142","RALN","ND","CA","0","0","0","0","0","0","3","0"
"C2146","RALN","ND","CA","0","0","0","0","0","0","0,5","0"
"C2157","PRTN","ND","CA","0","0,61","0","0","0","0","0","0"
"C2166","RALN","ND","CA","4","15","0","0","0","0","0","0"
"C2171","RALN","ND","CA","0","0","0","0","0","0","1","0"
"C2176","RALN","ND","CA","0","0","0","0","0","0","3,91","0"
"C220","PRBZ","ND","CA","0","0,07","0","0","0","0","0","0"
"C2200","RALN","ND","CA","0","0","0","0","0","0","1,44","0,44"
"C2222","RALN","ND","CA","1","3","0","0","0","0","0","0"
"C2225","RALN","ND","CA","0","0","0","0","0","0","1,5","1"
"C2233","RALN","ND","CA","3","1","0","0","0","0","0","0"
"C2235","REFR","ND","CA","0","0","0","0","0","0","1,21","0,06"
"C2240","RALN","ND","CA","0","0","0","0","0","0","11","14"
"C2244","RALN","ND","CA","0","0","0","0","0","0","4","7"
"C2247","RALN","ND","CA","3,67","4","0","0","0","0","1,11","1,66"
"C2252","RALN","ND","CA","0","0","0","0","0","0","0,98","0"
"C2255","RALN","ND","CA","2,17","0","0","0","0","0","0","0"
"C2261","RALN","ND","CA","0","0","0","0","0","0","1","10"
"C2281","RALN","ND","CA","1","2","0","0","0","0","0","0"
"C2294","RALN","ND","CA","0","1,9","0","0","0","0","1,41","0"
"C2307","PRBZ","ND","CA","1,23","1","0","0","0","0","0","0"
"C2320","RALN","ND","CA","4","12","0","0","0","0","1,11","2,78"
"C2338","PRTN","ND","CA","0","0,55","0","0","0","0","0","0"
"C2340","RALN","ND","CA","5,74","0","0","0","0","0","0,55","1,1"
"C2341","RALN","ND","CA","0","0","0","0","0","0","4,66","0"
"C2344","PRTN","ND","CA","0","3","0","0","0","0","0","0"
"C2351","RALN","ND","CA","1","0","0","0","0","0","0","0"
"C2353","RALN","ND","CA","9,05","0","0","0","0","0","3","0"
"C2357","RALN","ND","CA","0","0","0","0","0","0","2","2"
"C2362","RALN","ND","CA","0","0","0","0","0,08","0,08","0","0"
"C2366","RALN","ND","CA","2","19","0","0","0","0","0","0"
"C2372","RALN","ND","CA","0","0","0","0","0","0","1","0"
"C2387","RALN","ND","CA","0","0","0","0","0","0","2,08","1,07"
"C2385","RALN","ND","CA","9,25","4,33","0","0","0","0","0","0,83"
"C2392","PRTN","ND","CA","0","2,4","0","0","0","0","0","0"
"C2397","RALN","ND","CA","3","4","0","0","0","0","0","0"
"C2411","RALN","ND","CA","0,1","0","0","0","0","0","0","0"
"C2416","RALN","ND","CA","0","0","1","0","0","0","1","0"
"C2425","PRTN","ND","CA","0","0,48","0","0","0","0","0","0"
"C2435","RALN","ND","CA","0","0","0","0","0","0","0,86","1"
"C2437","RALN","ND","CA","0","0","0","0","0,2","0","0","0"
"C2440","RALN","ND","CA","0","0","0","0","0","0","3,71","1,3"
"C2446","REVA","ND","CA","0","0,5","0","0","0","0","0","0"
"C2448","RALN","ND","CA","0","0","0","0","0","0","0","1,33"
"C2463","RALN","ND","CA","0","0","0","0","0","0","3,34","1,39"
"C2467","RALN","ND","CA","0","0","0","0","0","0","2","2"
"C2483","RALN","ND","CA","0","0","0","0","0","0","1,11","0,56"
"C2491","RALN","ND","CA","5","2","0","0","0","0","0","0"
"C2507","RALN","ND","CA","0,24","0,24","0","0","0","0","0","0"
"C2510","RALN","ND","CA","0","0","0","0","0","0","2","0"
"C2521","RALN","ND","CA","0","0","0","0","0","0","1","7"
"C2522","RALN","ND","CA","0","0","0","0","0","0","13","0"
"C2524","PRTN","ND","CA","0","0,96","0","0","0","0","0","0"
"C2525","RALN","ND","CA","5,3","13,28","0","0","0","0","0","0"
"C2530","RALN","ND","CA","0","0","0","0","0","0","4,96","1,79"
"C2545","RALN","ND","CA","0","0,97","0","0","0","0","0","0"
"C2546","RALN","ND","CA","0","0","0","0","0","0","4,65","0"
"C2549","RALN","ND","CA","1,44","0","0","0","0","0","0","0"
"C2554","RALN","ND","CA","0","2","0","0","0","0","0","0"
"C2561","RALN","ND","CA","0","0","0","0","0","0","1","1"
"C2563","RALN","ND","CA","0","0","0","0","0","0","6","2"
"C2573","REFR","ND","CA","0","0","0","0","0","0","0","0,52"
"C2574","RALN","ND","CA","0","0","0","0","0","0","2,88","0,88"
"C2583","RALN","ND","CA","0","0","0","0","0","0","1","0"
"C2584","RALN","ND","CA","0","0","0","0","0","0","0","4"
"C2587","RALN","ND","CA","4,27","1,36","0","0","0","0","0","0"
"C2588","RALN","ND","CA","0","0","0","0","0","0","0","12"
"C1631","PRBZ","ND","CA","0,23","4,06","0","0","0","0","0","0"
"C2608","RALN","ND","CA","0","0,55","0","0","0","0","0","0"
"C2613","RALN","ND","CA","0","0","0","0","0","0","17,15","15,29"
"C2617","PRBZ","ND","CA","0","2,55","0","0","0","0","0","0"
"C2618","RALN","ND","CA","2,16","2,16","0","0","0","0","2,16","2,16"
"C2638","PRBZ","ND","CA","0","0,5","0","0","0","0","0","0"
"C2640","RALN","ND","CA","0","0","0","0","0","0","0","0,25"
"C2645","RALN","ND","CA","4","0","0","0","0","0","0","0"
"C2662","RALN","ND","CA","0","0","0","0","0","0","0,41","0"
"C2661","RALN","ND","CA","0","0","0","0","0","0","0,28","0"
"C2675","RALN","ND","CA","0","0","0","0","0","0","1","0"
"C2680","RALN","ND","CA","0","0","0","0","0","0","1,96","0,37"
"C2685","RALN","ND","CA","0","0","0","0","0","0","0,45","0,5"
"C2693","RALN","ND","CA","0","0","0","0","0","0","5","0"
"C2704","RALN","ND","CA","0","0","0","0","0","0","1","0"
"C2709","RALN","ND","CA","6","5","0","0","0","0","0","0"
"C2712","RALN","ND","CA","5,05","2,17","0","0","0","0","0","0"
"C2724","RALN","ND","CA","0","0","0","0","0","0","0,64","0"
"C2731","RALN","ND","CA","2","0","0","0","0","0","0","0"
"C2732","PRTN","ND","CA","0","1,36","0","0","0","0","0","0"
"C2740","RALN","ND","CA","0","0","0","0","0","0","5,53","0,72"
"C2743","PRBZ","ND","CA","0","0,65","0","0","0","0","0,33","0"
"C2746","RALN","ND","CA","0","0","0","0","0","0","0,93","0,21"
"C2748","RALN","ND","CA","0","0","0","0","0","0","3","0"
"C2757","RALN","ND","CA","0","0","0","0","0,12","0","0","1,29"
"C2762","RALN","ND","CA","0","0","0","0","0","0","1","2,26"
"C2779","RALN","ND","CA","5,01","1,34","0","0","0","0","0","0"
"C2794","RALN","ND","CA","2","2","0","0","0","0","0","0"
"C2805","RALN","ND","CA","0","0","0","0","0","0","1","2"
"C2823","RALN","ND","CA","1","0","0","0","0","0","0","0"
"C2825","RALN","ND","CA","0","0","0","0","0","0","0,55","0"
"C2829","RALN","ND","CA","0","0","0","0","0","0","2","0"
"C2855","PRTN","ND","CA","0","3,57","0","0","0","0","0","0"
"C2861","RALN","ND","CA","0","0","0","0","0","0","0","0,13"
"C2870","PRBZ","ND","CA","0","0,17","0,45","0,15","0","0,09","1,08","0,02"
"C2873","RALN","ND","CA","0","0","0","0,08","0","0","0,06","0,33"
"C8297","RALN","ND","CA","0","0","0","0","0","0","6,67","6,67"
"C2064","RALN","ND","CA","0","0","0","0","0","0","0","1"
"C2890","RALN","ND","CA","0","0","0","0","0","0","2,94","8,06"
"C2902","RALN","ND","CA","0","0","0","0","0","0","4,91","0"
"C2909","RALN","ND","CA","0","1,08","0","0","0","0","0","0"
"C2911","RALN","ND","CA","3","13","0","0","0","0","0","0"
"C2917","RALN","ND","CA","0","0","0","0","1,5","0","0","0"
"C2922","RALN","ND","CA","0,11","0","0","0","0","0","0","0"
"C2924","PRTN","ND","CA","0","0,71","0","0","0","0","0","0"
"C2925","RALN","ND","CA","0","0","0","0","0","0","2","0"
"C2927","RALN","ND","CA","0","0","0","0","0","0","0","1"
"C2929","RALN","ND","CA","4","0","0","0","0","0","0","0"
