"Istituzione","Contratto","Categoria","Stipendio","Ria","Tredicesima","Straordinario","Indennità Fisse","Altre Accessorie"
"C1946","RALN","CB","18774","57","1581","75","610","880"
"C1950","RALN","CB","18190","59","1525","265","612","1240"
"C1987","RALN","CB","18230","67","1536","322","599","2136"
"C1988","RALN","CB","18809","0","1579","386","613","635"
"C1990","RALN","CB","19878","0","1673","41","676","1751"
"C1991","RALN","CB","17981","618","1550","610","597","1310"
"C1992","RALN","CB","19114","116","1617","375","681","1365"
"C1993","RALN","CB","18687","419","1604","460","597","63"
"C1994","RALN","CB","19878","108","1679","386","616","785"
"C1995","RALN","CB","18284","44","1542","79","612","1049"
"C1998","RALN","CB","18090","28","1523","247","622","2274"
"C2011","RALN","CB","17974","0","1511","611","625","244"
"C2017","RALN","CB","19385","0","2269","740","616","2083"
"C1871","RALN","CB","18408","0","1546","576","608","1117"
"C2019","RALN","CB","18480","341","1568","446","465","1603"
"C1828","RALN","CB","18868","0","1584","403","614","1098"
"C1830","RALN","CB","18230","0","1531","132","604","0"
"C1831","RALN","CB","18940","261","1832","1077","644","1333"
"C1833","RALN","CB","19144","233","1631","3065","671","2518"
"C1836","RALN","CB","18230","471","1588","439","472","180"
"C1837","RALN","CB","18667","460","1602","198","532","807"
"C1838","RALN","CB","18396","119","1559","840","663","1015"
"C1841","RALN","CB","19878","0","1674","2176","668","2509"
"C1842","RALN","CB","19878","0","1669","198","616","3470"
"C1843","RALN","CB","18907","75","1589","0","585","0"
"C1848","RALN","CB","18809","0","1579","0","613","65"
"C1849","RALN","CB","17245","0","1437","1077","612","0"
"C1862","RALN","CB","18537","43","1562","892","601","2038"
"C1863","RALN","CB","18702","110","1576","729","632","1068"
"C1866","RALN","CB","17831","13","1499","0","589","96"
"C1867","RALN","CB","19111","455","1630","622","472","1705"
"C1874","RALN","CB","18657","18","1530","340","624","872"
"C1869","RALN","CB","18622","149","1578","287","623","1207"
"C1868","RALN","CB","19878","594","1723","593","621","0"
"C12270","RALN","CB","19175","129","1627","513","689","1932"
"C1872","RALN","CB","20424","0","123","425","616","1152"
"C1880","RALN","CB","18746","67","1558","19","571","2267"
"C1881","RALN","CB","19329","351","1655","313","617","1402"
"C1883","RALN","CB","18914","0","1573","97","645","2150"
"C1885","RALN","CB","18402","338","1581","731","610","281"
"C1887","RALN","CB","20023","189","1689","1099","901","1807"
"C1888","RALN","CB","18327","2","1539","536","611","1916"
"C1890","RALN","CB","18538","151","1557","363","623","1456"
"C1889","RALN","CB","19374","401","1655","1226","604","1754"
"C1891","RALN","CB","18824","167","1576","620","683","1735"
"C1892","RALN","CB","19735","355","1563","1359","639","2832"
"C1893","RALN","CB","19160","35","1613","405","629","2985"
"C1894","RALN","CB","18484","238","1249","84","641","115"
"C1896","RALN","CB","19036","284","1770","205","601","1725"
"C1898","RALN","CB","18111","41","1525","184","600","461"
"C1901","RALN","CB","18567","0","1559","1014","610","3263"
"C1903","RALN","CB","18510","149","1568","334","622","1265"
"C1907","RALN","CB","18564","143","1569","631","601","280"
"C1911","RALN","CB","19144","0","1612","0","616","1045"
"C1912","RALN","CB","18292","0","1585","504","618","1158"
"C1915","RALN","CB","18809","0","1567","795","612","1829"
"C1917","RALN","CB","18409","104","1554","187","633","1323"
"C1916","RALN","CB","18497","0","1553","444","611","1754"
"C1919","RALN","CB","18411","163","1564","170","439","788"
"C1847","RALN","CB","17836","0","1498","52","592","3026"
"C1920","RALN","CB","18968","97","1603","247","636","1174"
"C1922","RALN","CB","18177","15","1527","810","609","0"
"C1921","RALN","CB","19144","0","1607","1035","616","0"
"C1923","RALN","CB","19144","35","1610","655","616","360"
"C1924","RALN","CB","18230","0","1531","478","609","360"
"C1925","RALN","CB","17526","0","1471","637","603","280"
"C1929","RALN","CB","19054","0","1602","189","617","0"
"C1930","RALN","CB","18429","0","1550","129","643","3061"
"C454","RALN","CB","18687","0","1569","630","607","1522"
"C1932","RALN","CB","18821","0","1580","231","614","393"
"C1933","RALN","CB","18094","394","1552","849","607","1768"
"C1935","RALN","CB","18808","188","1146","674","633","1009"
"C1938","RALN","CB","19712","1","1658","523","651","1730"
"C1940","RALN","CB","17245","0","1448","360","601","1398"
"C1941","RALN","CB","18423","382","1578","0","610","423"
"C1944","RALN","CB","18364","489","1583","492","607","2456"
"C1823","RALN","CB","18510","412","1906","346","714","291"
"C1948","RALN","CB","18512","0","1556","215","624","965"
"C1949","RALN","CB","18294","0","1531","371","602","330"
"C1939","RALN","CB","18012","137","1514","384","487","5892"
"C1951","RALN","CB","18838","445","1570","1231","472","3602"
"C1952","RALN","CB","18083","20","1520","0","607","0"
"C1954","RALN","CB","19878","0","1674","716","676","2286"
"C1956","RALN","CB","18616","114","1574","187","621","2152"
"C1960","RALN","CB","18134","87","1533","363","678","1523"
"C1967","RALN","CB","19351","358","1750","925","615","2781"
"C1968","RALN","CB","18568","0","1546","319","623","876"
"C1969","RALN","CB","19880","0","1657","860","631","965"
"C1961","RALN","CB","9248","0","770","109","293","1101"
"C1970","RALN","CB","18809","0","1579","1653","613","1073"
"C1971","RALN","CB","19878","378","1688","0","472","4370"
"C1965","RALN","CB","18554","48","1562","1002","613","1897"
"C1962","RALN","CB","18497","6","1557","691","611","241"
"C1973","RALN","CB","18820","582","1643","447","464","488"
"C1974","RALN","CB","19344","433","1663","589","603","1486"
"C1975","RALN","CB","18172","54","1536","781","623","910"
"C1980","RALN","CB","19150","125","1615","1060","615","2453"
"C1972","RALN","CB","19084","110","1614","1923","652","960"
"C1976","RALN","CB","18512","99","1563","1765","609","1055"
"C1977","RALN","CB","18230","0","1535","165","664","315"
"C1963","RALN","CB","18497","599","1603","186","611","267"
"C1978","RALN","CB","18149","2","1525","231","602","2924"
"C1979","RALN","CB","18594","278","1885","149","1242","2115"
"C1981","RALN","CB","19350","110","1625","414","537","624"
"C1982","RALN","CB","17724","46","1481","206","469","1451"
"C1984","RALN","CB","18760","232","1807","1394","749","917"
"C1985","RALN","CB","19878","30","1674","265","614","1561"
"C1986","RALN","CB","19069","88","1660","678","610","963"
"C1997","RALN","CB","19144","0","1607","5431","613","3668"
"C2002","RALN","CB","18108","79","1527","532","604","637"
"C1774","RALN","CB","17639","231","0","0","448","75"
"C2005","RALN","CB","19461","199","1513","46","448","170"
"C1927","RALN","CB","19226","47","1612","0","627","702"
"C2006","RALN","CB","18230","0","1519","517","620","65"
"C2008","RALN","CB","19878","500","1715","406","676","0"
"C2009","RALN","CB","18399","343","1363","721","468","510"
"C1108","RALN","CB","18512","173","1570","158","611","1287"
"C1942","RALN","CB","17190","0","1548","1561","471","166"
"C2012","RALN","CB","18833","0","1582","545","622","440"
"C2014","RALN","CB","18269","160","1548","173","609","378"
"C2015","RALN","CB","18392","149","1562","74","672","2553"
"C2016","RALN","CB","18474","68","1557","58","616","959"
"C2020","RALN","CB","18035","43","1520","332","622","1040"
"C2021","RALN","CB","18617","11","1566","223","635","1763"
"C8290","RALN","CB","18195","0","1530","37","626","1954"
"C2044","RALN","CB","19199","148","1628","1333","659","3516"
"C2045","RALN","CB","18886","48","1573","335","640","767"
"C2034","RALN","CB","19511","362","1671","762","617","313"
"C2029","RALN","CB","18616","341","1598","173","606","0"
"C2028","RALN","CB","17830","68","1490","0","610","1623"
"C2031","RALN","CB","18668","148","1580","193","641","2413"
"C2023","RALN","CB","19050","75","1604","468","610","2230"
"C2032","RALN","CB","19879","185","1685","1540","621","3280"
"C2035","RALN","CB","19042","197","1621","486","678","1566"
"C2036","RALN","CB","18747","57","1565","262","648","1620"
"C2038","RALN","CB","17032","76","1437","370","560","1794"
"C2030","RALN","CB","19344","265","1648","844","614","943"
"C2026","RALN","CB","18230","0","1519","121","472","0"
"C2039","RALN","CB","19161","12","1612","1004","645","21"
"C2041","RALN","CB","19611","257","1668","273","619","2393"
"C2025","RALN","CB","18532","294","1569","1205","611","1055"
"C2042","RALN","CB","18809","40","1587","528","656","1598"
"C2027","RALN","CB","18069","400","1537","104","456","495"
"C2043","RALN","CB","18809","557","0","0","668","1052"
"C2033","RALN","CB","18497","182","1570","667","627","1261"
"C2046","RALN","CB","18992","82","1605","957","655","1134"
"C2047","RALN","CB","18141","0","1512","285","471","2026"
"C2048","RALN","CB","19878","0","1674","1442","676","3242"
"C2052","RALN","CB","17573","0","1491","135","603","2113"
"C2053","RALN","CB","17738","0","1490","2762","605","1658"
"C2054","RALN","CB","18851","34","1587","882","632","774"
"C2055","RALN","CB","19181","0","1616","47","665","2567"
"C2057","RALN","CB","18562","65","1571","983","759","719"
"C2058","RALN","CB","18601","405","1597","773","628","0"
"C2059","RALN","CB","18873","513","1610","0","625","4860"
"C2060","RALN","CB","17835","26","1500","604","610","334"
"C8258","RALN","CB","18184","308","1560","903","696","1968"
"C2061","RALN","CB","18839","337","1610","232","610","1733"
"C2062","RALN","CB","19153","293","1632","364","647","1005"
"C2063","RALN","CB","18377","71","1549","692","605","1617"
"C1870","RALN","CB","18069","148","1529","1050","740","1069"
"C2065","RALN","CB","18139","414","1111","164","630","656"
"C2066","RALN","CB","18506","226","1573","0","611","1600"
"C2069","RALN","CB","18222","230","1537","717","0","1073"
"C2070","RALN","CB","12755","236","1135","246","438","513"
"C2071","RALN","CB","19054","224","1621","355","600","1379"
"C2072","RALN","CB","18586","71","1564","294","609","1206"
"C2073","RALN","CB","18551","383","1577","574","713","560"
"C2074","RALN","CB","18120","62","1527","290","590","55"
"C2075","RALN","CB","18021","18","1420","1000","607","1682"
"C2077","RALN","CB","18210","28","1532","157","610","1100"
"C2076","RALN","CB","18603","190","1578","301","611","463"
"C2013","RALN","CB","18496","381","1580","737","605","2071"
"C2080","RALN","CB","18232","277","1543","1003","767","2415"
"C2079","RALN","CB","18700","48","1577","176","641","284"
"C2081","RALN","CB","19878","0","1674","0","676","1971"
"C2083","RALN","CB","18338","0","1542","1222","633","1013"
"C2084","RALN","CB","18497","0","1553","505","611","1559"
"C2085","RALN","CB","18230","0","1535","243","609","477"
"C2086","RALN","CB","18817","0","1583","153","642","1539"
"C2087","RALN","CB","18570","0","1561","1036","629","2973"
"C2089","RALN","CB","19521","76","1648","561","607","3327"
"C2090","RALN","CB","19144","0","1607","1077","616","3364"
"C2091","RALN","CB","18652","15","1565","311","567","1872"
"C2092","RALN","CB","18368","220","1549","1444","552","108"
"C8307","RALN","CB","19043","442","1759","318","631","1427"
"C2093","RALN","CB","18321","0","1528","370","609","1285"
"C2095","RALN","CB","18808","184","1567","484","625","908"
"C2096","RALN","CB","17897","0","1514","250","726","180"
"C2097","RALN","CB","18637","356","1596","602","625","255"
"C2098","RALN","CB","18821","0","1583","81","631","725"
"C2103","RALN","CB","19130","183","1732","408","601","1298"
"C2106","RALN","CB","19511","0","1641","687","646","530"
"C2107","RALN","CB","18899","31","1580","296","662","1036"
"C2108","RALN","CB","18497","0","1558","267","661","2464"
"C2109","RALN","CB","18194","56","1533","253","606","1092"
"C2111","RALN","CB","19878","0","1669","0","618","361"
"C2112","RALN","CB","18167","110","1531","129","629","533"
"C2113","RALN","CB","19124","0","1606","338","632","856"
"C2114","RALN","CB","19474","42","1641","470","655","2444"
"C2115","RALN","CB","18596","81","1583","309","615","1707"
"C2118","RALN","CB","17572","0","1466","163","556","1888"
"C2117","RALN","CB","18497","0","1541","1322","622","4983"
"C2119","RALN","CB","18120","107","1520","990","482","888"
"C2121","RALN","CB","19005","255","1628","391","696","1274"
"C2123","RALN","CB","18497","0","1558","2041","611","1447"
"C2125","RALN","CB","18229","257","1552","713","602","2066"
"C2126","RALN","CB","19123","0","1608","497","614","1115"
"C2127","RALN","CB","19597","332","1657","0","622","767"
"C2128","RALN","CB","18615","34","1567","685","626","1124"
"C2129","RALN","CB","18649","281","1578","1881","675","301"
"C2130","RALN","CB","18498","483","1592","0","693","3394"
"C2131","RALN","CB","18168","232","1513","636","612","1119"
"C2132","RALN","CB","18561","451","1591","1305","611","2060"
"C2134","RALN","CB","18027","182","1529","1606","594","58"
"C2137","RALN","CB","19249","29","1618","33","590","753"
"C2142","RALN","CB","18068","590","1534","0","612","1295"
"C2138","RALN","CB","19878","0","1674","1286","676","2300"
"C2141","RALN","CB","18290","130","1547","181","607","644"
"C2143","RALN","CB","18705","292","1595","448","613","1182"
"C2144","RALN","CB","18627","270","1646","459","398","1103"
"C2146","RALN","CB","18469","355","1584","222","651","1631"
"C2145","RALN","CB","18014","187","1528","2005","608","2018"
"C2147","RALN","CB","18171","0","1528","784","609","1524"
"C8259","RALN","CB","19314","289","1646","1445","614","2253"
"C2149","RALN","CB","19800","0","1520","0","540","0"
"C2150","RALN","CB","19878","0","1674","693","676","2135"
"C2152","RALN","CB","18340","0","1544","678","651","2832"
"C2153","RALN","CB","19267","25","1596","24","467","2418"
"C2154","RALN","CB","19144","58","1617","323","657","449"
"C2155","RALN","CB","18791","92","1588","1720","639","1465"
"C2156","RALN","CB","18908","84","1597","722","578","979"
"C2158","RALN","CB","19008","161","1611","808","627","493"
"C2160","RALN","CB","18203","137","1522","324","616","88"
"C2162","RALN","CB","18738","13","1612","473","639","157"
"C2163","RALN","CB","18823","152","1710","776","559","1094"
"C2164","RALN","CB","18809","0","1579","219","615","3822"
"C2165","RALN","CB","17703","145","1500","341","610","342"
"C2166","RALN","CB","18626","266","1581","176","611","88"
"C2167","RALN","CB","18771","438","1609","196","620","2048"
"C2169","RALN","CB","19070","93","1612","475","606","1322"
"C2168","RALN","CB","18230","0","1531","257","609","360"
"C2170","RALN","CB","18364","0","1542","822","610","704"
"C2171","RALN","CB","18093","116","1529","972","601","1477"
"C2172","RALN","CB","18319","0","1526","831","468","3262"
"C2175","RALN","CB","19225","219","1633","0","500","139"
"C2176","RALN","CB","18463","228","1590","1317","860","1059"
"C2177","RALN","CB","18687","296","1596","177","640","889"
"C2179","RALN","CB","18202","163","1542","509","595","181"
"C2180","RALN","CB","18018","54","0","172","603","418"
"C2182","RALN","CB","18757","176","1594","647","653","1980"
"C2183","RALN","CB","18170","8","1529","818","605","1548"
"C2184","RALN","CB","18490","978","1519","0","443","0"
"C2181","RALN","CB","19144","342","1636","0","616","1502"
"C2185","RALN","CB","18195","0","1528","12","603","625"
"C2186","RALN","CB","19371","32","1617","305","623","570"
"C2187","RALN","CB","19878","0","1674","1659","667","1112"
"C2188","RALN","CB","19344","0","1627","236","640","865"
"C2189","RALN","CB","19084","122","1616","964","652","807"
"C2191","RALN","CB","17245","302","1473","1378","586","1353"
"C2192","RALN","CB","17245","0","1448","0","585","62"
"C2193","RALN","CB","18138","77","1529","187","619","530"
"C2194","RALN","CB","19812","109","1502","0","582","1370"
"C2195","RALN","CB","19022","0","1580","1083","613","1083"
"C2196","RALN","CB","18497","46","1545","373","622","745"
"C2197","RALN","CB","18683","205","1560","848","763","1744"
"C2198","RALN","CB","18468","372","1585","669","609","380"
"C2199","RALN","CB","18784","83","1722","520","599","961"
"C2200","RALN","CB","18160","162","1541","817","634","1815"
"C2202","RALN","CB","19365","310","1654","274","634","764"
"C2203","RALN","CB","18737","66","1582","252","646","137"
"C2204","RALN","CB","18230","33","1519","364","638","664"
"C2209","RALN","CB","18809","0","1584","307","668","2010"
"C2205","RALN","CB","18824","276","1619","390","799","333"
"C2208","RALN","CB","18387","288","1568","21","609","1250"
"C2190","RALN","CB","18809","0","1567","620","625","1760"
"C2210","RALN","CB","19144","80","1619","876","670","1105"
"C2201","RALN","CB","17960","0","1508","192","591","1064"
"C2206","RALN","CB","17787","12","1494","483","604","221"
"C2212","RALN","CB","19144","0","1600","166","683","2531"
"C2213","RALN","CB","18230","0","1196","0","582","468"
"C2216","RALN","CB","18667","31","1558","491","637","1343"
"C2215","RALN","CB","18266","0","1519","493","472","0"
"C2217","RALN","CB","18487","73","1558","681","618","1202"
"C2214","RALN","CB","18705","52","1575","460","613","2890"
"C2218","RALN","CB","19344","0","1627","487","617","820"
"C2220","RALN","CB","18972","64","1585","227","645","1436"
"C2221","RALN","CB","18690","35","1573","670","2532","191"
"C2222","RALN","CB","17708","403","1437","217","656","684"
"C2223","RALN","CB","19522","226","1658","621","616","1022"
"C2224","RALN","CB","18520","0","1557","566","637","1680"
"C2226","RALN","CB","18601","160","1577","493","633","637"
"C2228","RALN","CB","17309","0","1448","69","601","3115"
"C2229","RALN","CB","19145","269","1630","645","608","768"
"C2231","RALN","CB","18644","112","1577","627","607","1969"
"C2232","RALN","CB","18471","242","1565","107","695","1140"
"C2236","RALN","CB","19879","418","1708","621","289","1865"
"C2237","RALN","CB","18015","312","1539","712","608","465"
"C2239","RALN","CB","17779","130","0","433","605","609"
"C2240","RALN","CB","18976","330","1621","418","587","1217"
"C2242","RALN","CB","19878","115","1679","472","615","1261"
"C2244","RALN","CB","18482","276","1583","647","601","791"
"C2245","RALN","CB","18821","255","1603","461","631","1264"
"C2247","RALN","CB","18090","59","1554","163","615","333"
"C2248","RALN","CB","18696","172","1619","351","653","882"
"C2249","RALN","CB","18311","56","1550","276","609","730"
"C2250","RALN","CB","18606","64","1565","61","638","924"
"C2251","RALN","CB","18215","0","1529","255","608","3810"
"C2253","RALN","CB","19878","0","1669","40","621","3625"
"C2252","RALN","CB","18875","0","1588","622","645","1261"
"C2254","RALN","CB","18338","192","1558","895","632","2882"
"C2256","RALN","CB","19878","166","1688","173","676","0"
"C2257","RALN","CB","18497","0","1553","2606","611","2537"
"C2258","RALN","CB","18809","104","1588","2777","613","2860"
"C2259","RALN","CB","19614","302","1670","14","595","1776"
"C2260","RALN","CB","18665","33","1571","967","612","1694"
"C2261","RALN","CB","17609","0","1478","762","606","1374"
"C2262","RALN","CB","19108","114","1616","730","640","182"
"C2269","RALN","CB","18236","55","1537","158","619","1569"
"C2270","RALN","CB","18809","664","1635","498","613","65"
"C2271","RALN","CB","17245","0","1448","0","577","61"
"C2272","RALN","CB","18539","223","1576","493","607","1422"
"C2274","RALN","CB","18459","138","1562","638","607","953"
"C2275","RALN","CB","18734","0","1571","915","609","3388"
"C2276","RALN","CB","18577","64","1568","43","667","725"
"C2277","RALN","CB","17744","149","1503","890","603","901"
"C2278","RALN","CB","17532","0","1472","574","604","0"
"C2279","RALN","CB","19478","166","1645","177","652","366"
"C2280","RALN","CB","18866","207","1604","664","811","2253"
"C2281","RALN","CB","19153","387","1637","1088","615","0"
"C2282","RALN","CB","18531","52","1562","419","627","2005"
"C2283","RALN","CB","17973","182","1452","0","641","718"
"C2285","RALN","CB","19076","106","1620","422","642","1253"
"C2286","RALN","CB","17983","33","1512","92","599","2669"
"C2287","RALN","CB","18809","151","1592","125","613","889"
"C2289","RALN","CB","18253","110","1542","406","606","1291"
"C2292","RALN","CB","18497","125","1567","346","647","879"
"C2293","RALN","CB","19733","97","1701","360","668","724"
"C2294","RALN","CB","18862","215","1594","734","606","742"
"C2295","RALN","CB","17532","198","1493","714","659","1120"
"C2296","RALN","CB","18497","0","1553","88","611","1540"
"C2297","RALN","CB","18596","0","2141","513","665","3571"
"C2298","RALN","CB","19878","0","1673","1134","682","760"
"C2299","RALN","CB","18575","91","1569","1457","617","2287"
"C2300","RALN","CB","19875","461","1712","703","676","4065"
"C2303","RALN","CB","19144","0","1612","406","650","1839"
"C2304","RALN","CB","18825","93","1591","1128","647","0"
"C2305","RALN","CB","19107","22","1607","289","616","1714"
"C2306","RALN","CB","18522","182","1558","565","616","639"
"C2308","RALN","CB","18230","0","1081","0","608","855"
"C2310","RALN","CB","18497","96","1561","335","602","693"
"C2309","RALN","CB","18956","79","1601","51","707","177"
"C2314","RALN","CB","18534","167","1453","439","618","250"
"C2316","RALN","CB","19118","209","1624","280","631","384"
"C2317","RALN","CB","18589","157","1562","1016","646","1308"
"C2318","RALN","CB","19466","187","1653","474","655","863"
"C2319","RALN","CB","18681","145","1570","318","630","1368"
"C8277","RALN","CB","19197","211","1635","409","759","470"
"C2320","RALN","CB","17811","102","1504","266","605","97"
"C2323","RALN","CB","18015","0","1515","292","635","1980"
"C2326","RALN","CB","18622","466","1596","831","640","49"
"C2327","RALN","CB","18363","0","0","0","0","0"
"C2328","RALN","CB","18230","0","1531","352","609","500"
"C2329","RALN","CB","18809","0","1584","463","668","404"
"C2331","RALN","CB","17532","0","1468","33","604","788"
"C2333","RALN","CB","19878","0","1661","0","677","2556"
"C2334","RALN","CB","17245","0","1448","566","601","825"
"C2335","RALN","CB","19249","282","1647","319","640","507"
"C2337","RALN","CB","19143","307","1633","252","603","3778"
"C2339","RALN","CB","16904","0","1420","0","584","299"
"C2340","RALN","CB","18607","58","1567","653","600","1412"
"C2341","RALN","CB","18583","262","1583","153","611","718"
"C2346","RALN","CB","18653","0","1566","1110","609","629"
"C2348","RALN","CB","18640","107","1566","666","634","1200"
"C2349","RALN","CB","18875","228","1606","431","634","3765"
"C2350","RALN","CB","19476","205","1644","519","635","2447"
"C2351","RALN","CB","18558","104","1571","541","611","470"
"C2352","RALN","CB","17245","0","1437","243","612","2057"
"C2353","RALN","CB","17492","93","1477","251","596","89"
"C2357","RALN","CB","17245","0","1448","418","601","1344"
"C2358","RALN","CB","18586","0","2070","665","614","569"
"C2361","RALN","CB","18561","0","1546","0","611","360"
"C2362","RALN","CB","18972","271","1620","796","650","179"
"C2363","RALN","CB","19092","84","1658","435","681","1273"
"C2364","RALN","CB","18512","371","1590","127","669","374"
"C2366","RALN","CB","19280","559","1268","341","1304","2083"
"C2367","RALN","CB","17639","95","1489","0","590","648"
"C2369","RALN","CB","19266","62","1636","700","662","906"
"C2370","RALN","CB","18604","25","1568","667","657","1221"
"C2371","RALN","CB","18364","0","1530","332","618","1078"
"C2372","RALN","CB","18873","68","1591","296","604","601"
"C2373","RALN","CB","18356","0","1504","371","618","88"
"C2375","RALN","CB","18266","0","1536","634","627","1623"
"C2377","RALN","CB","18809","0","1579","1990","613","3608"
"C2378","RALN","CB","18154","108","1626","629","1699","3232"
"C2379","RALN","CB","18453","161","1562","1237","638","367"
"C2380","RALN","CB","19244","490","1663","302","641","1980"
"C2382","RALN","CB","18691","230","1591","959","637","1317"
"C2383","RALN","CB","18400","130","1563","893","663","1623"
"C2387","RALN","CB","18759","74","1581","1032","605","1608"
"C2381","RALN","CB","18742","65","1569","884","642","2079"
"C2384","RALN","CB","17744","54","1495","260","604","1846"
"C2385","RALN","CB","17915","195","1414","227","657","44"
"C2386","RALN","CB","18118","136","1499","66","471","0"
"C2388","RALN","CB","18525","0","791","324","1161","1063"
"C2389","RALN","CB","18821","0","1583","1205","637","1454"
"C2391","RALN","CB","19878","0","1669","0","617","391"
"C2395","RALN","CB","18809","0","1584","185","665","3750"
"C2396","RALN","CB","18809","0","1579","150","613","1634"
"C2397","RALN","CB","18497","469","1592","148","611","395"
"C2399","RALN","CB","18417","602","1568","317","642","1535"
"C2402","RALN","CB","18497","0","1553","342","611","425"
"C2403","RALN","CB","19144","0","1600","797","527","360"
"C2404","RALN","CB","18021","49","1519","700","621","502"
"C2405","RALN","CB","18944","0","1638","779","1140","61"
"C2407","RALN","CB","18848","154","1597","932","613","566"
"C2412","RALN","CB","19143","317","1627","5060","527","910"
"C2413","RALN","CB","19277","231","1638","152","617","1369"
"C2414","RALN","CB","19418","239","1653","605","646","846"
"C2410","RALN","CB","19004","83","1630","1797","636","2840"
"C2408","RALN","CB","18691","56","1575","362","622","990"
"C2409","RALN","CB","17532","0","1472","994","604","800"
"C2415","RALN","CB","18616","90","236","465","624","1372"
"C2416","RALN","CB","19264","499","1652","589","657","4040"
"C2417","RALN","CB","18519","119","1739","384","69","227"
"C2418","RALN","CB","18230","0","1531","771","609","1129"
"C2419","RALN","CB","18497","205","1541","0","611","65"
"C2423","RALN","CB","19054","9","1603","119","634","724"
"C2426","RALN","CB","17702","406","1520","301","605","65"
"C2429","RALN","CB","19889","90","1714","487","688","2835"
"C2430","RALN","CB","19878","154","1686","0","676","114"
"C2431","RALN","CB","18809","413","1555","0","615","912"
"C2433","RALN","CB","19382","298","1582","98","617","1916"
"C2434","RALN","CB","19144","0","1612","1278","671","2285"
"C2435","RALN","CB","18809","0","1584","1054","663","2873"
"C2437","RALN","CB","18807","246","1602","242","614","4412"
"C2438","RALN","CB","18496","0","1541","61","619","2494"
"C2439","RALN","CB","18881","231","1578","366","623","280"
"C2440","RALN","CB","18557","128","1570","144","612","1052"
"C2441","RALN","CB","18437","128","1560","326","641","586"
"C2443","RALN","CB","18957","249","1614","0","627","1020"
"C2444","RALN","CB","18230","0","1531","140","609","1975"
"C2445","RALN","CB","18998","78","1603","311","623","1011"
"C2447","RALN","CB","18947","233","1611","821","672","970"
"C2448","RALN","CB","18767","0","1577","50","624","2000"
"C2449","RALN","CB","18463","52","1575","1644","845","1257"
"C9833","RALN","CB","20674","0","1669","781","627","7147"
"C2454","RALN","CB","19166","413","1632","14","616","0"
"C2455","RALN","CB","19084","0","1590","1126","667","1534"
"C2456","RALN","CB","18422","30","1550","390","614","399"
"C2458","RALN","CB","18497","419","1541","0","622","360"
"C2459","RALN","CB","18821","1621","1722","240","687","1136"
"C2460","RALN","CB","18288","436","1575","696","639","22"
"C2465","RALN","CB","19039","21","1595","556","637","162"
"C2471","RALN","CB","17410","202","1468","263","585","0"
"C2462","RALN","CB","18759","83","1584","289","631","726"
"C2482","RALN","CB","18240","0","1575","0","609","2352"
"C2484","RALN","CB","18497","0","1553","1208","611","3047"
"C2463","RALN","CB","18636","0","1566","25","615","2303"
"C2464","RALN","CB","19882","334","1702","294","664","877"
"C2466","RALN","CB","17887","43","1506","421","607","1097"
"C2467","RALN","CB","18183","171","1541","731","601","1686"
"C2037","RALN","CB","19878","0","1669","291","621","1160"
"C2469","RALN","CB","17245","0","1448","128","601","65"
"C2470","RALN","CB","18809","362","1598","376","472","330"
"C2472","RALN","CB","18509","348","1676","1726","617","1338"
"C2473","RALN","CB","17245","0","1448","100","612","372"
"C2474","RALN","CB","18965","244","1601","433","635","1683"
"C2475","RALN","CB","17706","150","1499","439","599","523"
"C2476","RALN","CB","17942","442","1545","536","603","795"
"C2477","RALN","CB","18718","282","1591","666","603","84"
"C2481","RALN","CB","18935","201","1610","662","626","1584"
"C2483","RALN","CB","18948","161","1604","291","217","2237"
"C2485","RALN","CB","18203","0","1526","991","609","1897"
"C2486","RALN","CB","18095","295","1534","466","490","43"
"C2487","RALN","CB","18579","179","1575","1251","607","64"
"C2490","RALN","CB","18848","284","1687","1245","610","2335"
"C2489","RALN","CB","18782","309","1603","126","612","1201"
"C2491","RALN","CB","18230","0","1531","247","609","338"
"C2492","RALN","CB","19684","45","1647","2558","672","2572"
"C2495","RALN","CB","18486","0","1555","1095","647","2660"
"C2496","RALN","CB","17871","436","1525","0","617","189"
"C2497","RALN","CB","19103","48","1611","416","636","1528"
"C2498","RALN","CB","18928","0","1592","695","641","470"
"C2499","RALN","CB","17984","59","1522","553","696","3135"
"C2500","RALN","CB","18125","113","1546","427","637","1384"
"C2501","RALN","CB","18878","68","1593","374","625","2244"
"C2502","RALN","CB","19121","169","1608","119","657","1836"
"C2503","RALN","CB","17765","187","1507","1035","601","185"
"C2505","RALN","CB","18601","168","1576","0","611","2597"
"C2506","RALN","CB","18503","79","1561","564","600","1013"
"C2507","RALN","CB","18819","29","1586","613","635","0"
"C12279","RALN","CB","18283","0","1535","600","609","1629"
"C2509","RALN","CB","18500","0","1553","566","606","223"
"C2511","RALN","CB","18359","168","1551","405","654","1614"
"C2512","RALN","CB","18866","326","1611","239","610","527"
"C2513","RALN","CB","18230","0","1531","442","607","2188"
"C2516","RALN","CB","17644","0","1479","100","600","600"
"C2517","RALN","CB","17245","0","1437","0","612","859"
"C2518","RALN","CB","19878","0","1674","1428","682","4160"
"C2519","RALN","CB","18230","0","1535","1146","658","1670"
"C2520","RALN","CB","18589","104","1554","382","669","428"
"C2523","RALN","CB","18520","0","1555","48","608","2210"
