"Istituzione","Contratto","Macrocategoria","Categoria","Personale Tempo Determinato Uomini","Personale Tempo Determinato Donne","Formazione Lavoro Uomini","Formazione Lavoro Donne","Interinale Uomini","Interinale Donne","Lavoro Socialmente Utile Uomini","Lavoro Socialmente Utile Donne"
"C4138","RALN","AP","PC","0","4","0","0","0","0","0","0"
"C4151","RALN","AP","PC","0","0","0","0","1,5","0","0","0"
"C4213","RALN","AP","PC","0","0","0","0","0","0","0,95","0"
"C4251","PRBZ","AP","PC","0","0","0","0","0,13","0","9,46","2,13"
"C4296","RALN","AP","PC","0","0","0","0","0","0,21","0","0"
"C4310","RALN","AP","PC","1","0","0","0","0","0","0","0"
"C4342","RALN","AP","PC","0","0","0","0","0","0","0","3,33"
"C4353","PRTN","AP","PC","4,97","0","0","0","0","0","0","0"
"C4357","RALN","AP","PC","0","0","0","0","0","1","0","0"
"C4480","RALN","AP","PC","0,68","0","0","0","0","0","0","0"
"C4655","RALN","AP","PC","0","0","0","0","0,79","0","0","0"
"C4681","RALN","AP","PC","0","0","0","0","0","0","0,55","0"
"C4513","RALN","AP","PC","0","0","0","0","0","0","1","0"
"C4517","RALN","AP","PC","0","0,56","0","0","0","0","0","0"
"C4679","RALN","AP","PC","0","0","0","0","0","0","0,75","0,5"
"C4707","RALN","AP","PC","0","0","0","0","0","0","0,09","0"
"C4716","RALN","AP","PC","0,75","0","0","0","0","0","0","0"
"C4815","PRBZ","AP","PC","0","0","0","0","0","0","0,4","0,1"
"C4824","RALN","AP","PC","20","13","0","0","0","0","0","0"
"C4886","RALN","AP","PC","0","0","0","0","0","0","12","0"
"C4892","PRTN","AP","PC","0","0","0","0","0","0","1,53","0,83"
"C4895","RALN","AP","PC","0","0","0","0","0","0","1","0"
"C4899","RALN","AP","PC","1","1","0","1","0","0","1","2"
"C4937","RALN","AP","PC","0,42","0","0","0","0","0","0","0"
"C4946","RALN","AP","PC","0","0","0","0","0","0","0,84","0,42"
"C5015","RALN","AP","PC","0","0","0","0","0","0","1,78","0,06"
"C5041","RALN","AP","PC","1","0","0","0","0","0","0","0"
"C5088","RALN","AP","PC","5","10","0","0","0","0","0","0"
"C5103","RALN","AP","PC","0","0,16","0","0","0","0","0","0"
"C5121","RALN","AP","PC","0","0","0","0","0","0,2","0,04","0"
"C5127","RALN","AP","PC","0","0","0","0","0","0","0,48","0,36"
"C5151","RALN","AP","PC","0","0","0","0","0","0","0,5","0"
"C5231","RALN","AP","PC","0","0","0","0","0","0","0,24","0"
"C5275","RALN","AP","PC","0","0","0","0","0","0","2,59","2,22"
"C5317","PRTN","AP","PC","0","0","0","0","0","0","0,5","0"
"C5344","RALN","AP","PC","0,66","0","0","0","0","0","0","0"
"C5351","RALN","AP","PC","0","0","0","0","0","0,62","0","0"
"C5353","RALN","AP","PC","0","0","0","0","0","0","1","2"
"C5365","RALN","AP","PC","17","23","0","0","0","0","0","0"
"C5379","RALN","AP","PC","0","0","0","0","0","0","0,72","0"
"C5419","RALN","AP","PC","0","0","0","0","0","0","0,84","0,28"
"C5432","RALN","AP","PC","8","24","0","0","0","0","0","0"
"C5480","RALN","AP","PC","0","0","0","0","0","0","0","1"
"C5486","PRTN","AP","PC","0","0","0","0","0","0","0,7","0"
"C5525","RALN","AP","PC","0","0","0","0","74","76","0","0"
"C5542","RALN","AP","PC","0","0,41","0","0","0","0","0","0"
"C5574","RALN","AP","PC","9,81","5,26","0","0","0","0","0","0"
"C5585","RALN","AP","PC","0","0","0","0","0,5","0","0,25","0,06"
"C5602","RALN","AP","PC","3","11","0","0","0","0","0","0"
"C5611","RALN","AP","PC","0","0","0","0","0","0","0,55","4,44"
"C5649","RALN","AP","PC","0","0","0","0,5","0","0","0","0"
"C5663","RALN","AP","PC","0","0","0","0","0","0","1,63","1,07"
"C5670","RALN","AP","PC","0,2","0","0","0","0","0","0","0"
"C4380","RALN","AP","PC","24","33","0","0","0","0","0","0"
"C5741","RALN","AP","PC","4","5","2","5","0","0","2","0"
"C5745","RALN","AP","PC","1","0","0","0","0","0","0","0"
"C5747","RALN","AP","PC","0","0","0","0","0","0","0","2"
"C5774","PRTN","AP","PC","3,61","0","0","0","0","0","0,04","0,08"
"C5800","RALN","AP","PC","0","0","0","0","0","0","0,58","0"
"C12472","PRTN","AP","PC","0","0","0","0","0","0","0,5","0"
"C5807","RALN","AP","PC","0","0","0","0","0","0","0","1"
"C5819","RALN","AP","PC","0","0","0","0","0","0","2,22","0"
"C5827","RALN","AP","PC","0","0","0","0","0","0","1","0"
"C5862","RALN","AP","PC","49","27","0","0","0","0","0","0"
"C5885","RALN","AP","PC","0,04","0","0","0","0","0","0","0"
"C5928","REFR","AP","PC","0","0","0,17","0","0","0","0","0"
"C6060","RALN","AP","PC","0","0","0","0","0","0,08","0","0"
"C6068","RALN","AP","PC","0","0","0","0","0","0","0,33","1,34"
"C6078","RALN","AP","PC","5,36","7,33","0","0","0","0","0","0"
"C6110","RALN","AP","PC","12","0","0","0","12","0","0","0"
"C6139","RALN","AP","PC","1","0","0","0","0","0","0","0"
"C6144","RALN","AP","PC","15","0","0","0","0","0","0","0"
"C6155","RALN","AP","PC","0","0","0","0","0","0","0","1"
"C6164","PRTN","AP","PC","0","0","0","0","0","0","0","0,55"
"C5207","PRTN","AP","PC","0","0","0","0","0","0","1,62","0"
"C8283","RALN","AP","PC","0","0","0","0","0,75","0,5","0","0"
"C6263","RALN","AP","PC","0","0","0","0","0","0","6","6"
"C6281","RALN","AP","PC","0","0","0","0","0","0","2","0"
"C6285","RALN","AP","PC","2","7,33","0","0","0","0","0","0"
"C6325","RALN","AP","PC","1,44","0","0","0","0","0","0","0"
"C6345","RALN","AP","PC","0","0,42","0","0","0","0","0","0"
"C6358","RALN","AP","PC","0","0","0","0","0","0","0","0,5"
"C6359","RALN","AP","PC","0,98","0","0","0","0","0","0","0"
"C6414","REFR","AP","PC","0","0","0","0","0","0","2","0"
"C6440","RALN","AP","PC","0","0","0","0","0","0","1","0"
"C6504","RALN","AP","PC","0,33","0","0","0","0","0","0","0"
"C6532","RALN","AP","PC","1","1","0","0","0","0","0","0"
"C6528","PRBZ","AP","PC","0","0","0","0","0","0","0,4","0"
"C6584","RALN","AP","PC","0","0","0","0","0","0","3","0"
"C6588","REFR","AP","PC","0","0","0","0","0","0,03","0","0"
"C6611","RALN","AP","PC","0","0","0","0","0","0","0,49","0"
"C6823","RALN","AP","PC","0,72","2,88","0","0","0","0","0","0"
"C6575","RALN","AP","PC","0,17","0","0","0","0","0","0","0"
"C6653","RALN","AP","PC","0","0","0","0","0","0","1","0"
"C6659","RALN","AP","PC","0","1","0","0","0","0","0","0"
"C6669","RALN","AP","PC","0","0","0","0","16,97","11,55","0","0"
"C6684","RALN","AP","PC","0","0,22","0","0","0","0","0","0"
"C6749","RALN","AP","PC","21","17","0","0","0","0","8","11"
"C6783","RALN","AP","PC","0,5","0","0","0","0","0","0","0"
"C12312","RALN","AP","PC","0","0","0","0","0","0,25","0,14","0,79"
"C6852","RALN","AP","PC","0,2","0","0","0","0","0","0","0"
"C5738","RALN","AP","PC","0","0","0","0","0","1","0","0"
"C6933","RALN","AP","PC","0","0","0","0","0","0","0,5","0"
"C6938","RALN","AP","PC","77,5","55,33","0","0","0","0","0","0"
"C6939","RALN","AP","PC","12,23","9,52","0","0","0","0","0","0"
"C7017","RALN","AP","PC","0","0","0","0","0","0","4","0"
"C7018","RALN","AP","PC","0,5","0","0","0","0","0","0","0"
"C7033","RALN","AP","PC","1,99","0","0","0","0","0","0","0"
"C7083","RALN","AP","PC","0,26","0,1","0","0","0","0","0","0"
"C7099","PRBZ","AP","PC","0","0","0","0","0","0","1,1","0"
"C7130","PRBZ","AP","PC","0","0","0","0","0","0","0,43","0"
"C7265","RALN","AP","PC","0","0","0","0","0","0","0,05","0,61"
"C7272","PRTN","AP","PC","0","0","0","0","0","0","1,18","0"
"C7284","PRTN","AP","PC","0","0","0","0","1","2","1,17","0"
"C7373","RALN","AP","PC","0","0","0","0","0","0","14","7"
"C7379","PRTN","AP","PC","0","0","0","0","0","0","1","0"
"C7384","PRTN","AP","PC","0","0","0","0","0","0","1,1","0"
"C7395","PRBZ","AP","PC","0","0","0","0","0","0","0,23","0"
"C7396","RALN","AP","PC","20","27","0","0","0","0","0","0"
"C7423","PRTN","AP","PC","2,44","0","0","0","0","0","0","0"
"C7460","RALN","AP","PC","1","0","0","0","0","0","0","0"
"C7472","RALN","AP","PC","0,5","0","0","0","0","0","0","0"
"C7565","PRTN","AP","PC","0","0","0","0","0","0","1,32","0"
"C7577","RALN","AP","PC","0","0","0","0","0","0","1","0"
"C7593","RALN","AP","PC","0","0","0","0","0","2","0","0"
"C7645","RALN","AP","PC","2,67","0,83","0","0","0","0","0","0"
"C7700","RALN","AP","PC","2,33","0,5","0","0","0","0","0","0"
"C8262","REFR","AP","PC","0","0","0","0","0","1","0","0"
"C7776","RALN","AP","PC","11,83","9,5","0","0","0","0","0","0"
"C7779","PRTN","AP","PC","0","0","0","0","0","0","1,5","0"
"C12475","PRTN","AP","PC","0","0","0","0","0","0","2","0"
"C7797","RALN","AP","PC","1","0","0","0","0","0","0","0"
"C2963","RALN","AP","PC","0","0","0","0","0","0","2","4"
"C7853","PRBZ","AP","PC","0","0","0","0","0","0","0,2","0"
"C7881","PRBZ","AP","PC","0","0","0","0","0","0","0,23","0"
"C7950","RALN","AP","PC","0,33","0","0","0","0","0","0","0"
"C7955","RALN","AP","PC","0","0","0","0","0","0","0,45","0"
"C7962","RALN","AP","PC","0,04","0,04","0","0","0","0","0","0"
"C7970","RALN","AP","PC","1","0","0","0","0","0","0","0"
"C7973","RALN","AP","PC","0","0,08","0","0","0","0","0","0"
"C7974","RALN","AP","PC","0","0","0","0","1","0","0","0"
"C8009","RALN","AP","PC","0","0","0","0","0","1","0","0"
"C8012","PRTN","AP","PC","0","0","0","0","0","0","0,43","0"
"C8060","PRTN","AP","PC","0","0","0","0","0","0","3,81","0,33"
"C8109","RALN","AP","PC","14,4","10,8","0","0","0","0","0","0"
"C8049","RALN","AP","PC","15","20","0","0","0","0","9","13"
"C8078","RALN","AP","PC","0","0","0","0","0","1","0","0"
"C8092","RALN","AP","PC","1,93","0,97","0","0","0","0","0","0"
"C8174","RALN","AP","PC","0","0","0","0","0","1","0","0"
"R9191","RALN","AP","PC","0,32","0,24","0","0","0","0","0","0"
"R9193","RALN","AP","PC","0","0","0","0","0","0","273","180"
"R9197","RALN","AP","PC","0","2","0","0","0","0","0","0"
"R9813","RALN","AP","PC","1","1","0","0","0","0","0","0"
"R9201","RALN","AP","PC","0","0","0","0","0","0","36,93","11,71"
"R9202","RALN","AP","PC","0","0,96","0","0","0","0","0","0"
"R9207","RALN","AP","PC","8,5","5,87","0","0","0","0","0","0"
"D8325","RALN","AP","PC","0","0","0","0","0","0","0","0,26"
"D8343","EN60","AP","PC","0","0","0","0","0","1","0","0"
"D8351","EN60","AP","PC","0","0","0","0","0,5","0,5","0","0"
"D8376","EN60","AP","PC","0","0","0","0","2","4","0","0"
"D8354","RALN","AP","PC","0","0","0","0","3","0","0","0"
"D8344","RALN","AP","PC","29","43","0","0","0","0","0","0"
"N10878","PRTN","AP","PC","0","0","0","0","0","0","1,46","0"
"N9001","RALN","AP","PC","2","1","0","0","0","0","0","0"
"N8924","RALN","AP","PC","23,16","12,78","0","0","0","0","0","0"
"N8908","RALN","AP","PC","0,67","0","0","0","0","0","0","0"
"N10747","RALN","AP","PC","6,45","0","0","0","0","0","0","0"
"N8925","RALN","AP","PC","2,25","2,25","0","0","0","0","0","0"
"ES10534","RALN","AP","PC","0","0","0","0","1,33","0,75","0","0"
"AA10591","ENAC","AP","PC","1","0","0","0","0","0","0","0"
"AA8556","EPNE","AP","PC","11","0","0","0","0","0","0","0"
"AG11801","MNST","AP","PC","128","295","0","0","0","0","0","0"
"AU10075","AUIN","AP","PC","17,52","14,57","0","0","0","0","0","0"
"AU11878","AUIN","AP","PC","7,65","1,73","0","0","0","0","0","0"
"ER12551","EN60","AP","PC","4","3","0","0","0","0","0","0"
"ER10512","RALN","AP","PC","0","0","0","0","0","0","0","4"
"ER10715","RALN","AP","PC","17","8","0","0","0","0","0","0"
"ER12134","PRBZ","AP","PC","102","58","0","0","0","0","0","0"
"ER9954","RALN","AP","PC","47,98","17,22","0","0","0","0","0","0"
"ER12555","EN60","AP","PC","8","24","0","0","0","0","0","0"
"ER10389","REVA","AP","PC","1,92","4,84","0","0","0","0,65","0","0"
"ER9949","RALN","AP","PC","2,5","0","0","0","0","0","0","0"
"RA10346","RALN","AP","PC","66,28","1,39","0","0","0","0","0","0"
"RA65","MNST","AP","PC","259","2","0","0","0","0","0","0"
"RA12338","RALN","AP","PC","2","2","0","0","0","0","0","0"
"P9040","RALN","AP","PC","11,71","0","0","0","0","0","0","0"
"P9043","RALN","AP","PC","0","0","0","0","0","0","4,45","0,58"
"P9090","REFR","AP","PC","0","0","0","0","0","0","19,87","4,81"
"P9116","RALN","AP","PC","0","0","0","0","0","0","7,48","2"
"P9117","REFR","AP","PC","0","0","0","0","0","0","0,21","0"
"UC8797","RALN","AP","PC","3","0","0","0","0","0","0","0"
"UC10573","RALN","AP","PC","0","0","0","0","0","1","0","0"
"UC10934","RALN","AP","PC","0","1","0","0","0","0","0","0"
"UC10445","RALN","AP","PC","0","0","0","0","0","0","2,38","0"
"UC12234","RALN","AP","PC","0","0","0","0","0","0","1,27","0"
"UC11896","RALN","AP","PC","0","0","0","0","0","0","7","0"
"UC8794","RALN","AP","PC","5,54","0","0","0","0","0","0","0"
"UC12592","RALN","AP","PC","0","0","0","0","0","0","2,5","0,28"
"UC12449","RALN","AP","PC","0","0","0","0","0","0","1","0"
"PU10752","SSNA","AP","PC","72,43","52,29","0","0","0","0","0","0"
"IP10992","PRTN","AP","PC","0","0,33","0","0","0,46","0,38","1,86","0,11"
"IP11015","PRTN","AP","PC","0","0","0","0","0,05","0","0","0"
"IP11052","PRTN","AP","PC","0","0","0","0","0","0","0","2"
"IP11050","PRTN","AP","PC","0","0","0","0","0","0","0,92","0,67"
"IP10991","PRTN","AP","PC","0","0","0","0","0,06","0","0,73","0"
"IP11010","PRTN","AP","PC","0","0","0","0","0","0","0,75","0,4"
"IP10993","PRTN","AP","PC","0","0","0","0","0","0","0","2,63"
"IP10936","RALN","AP","PC","0","0,08","0","0","0","0","0","0"
"IP10499","RALN","AP","PC","0","3","0","0","0","0","0","0"
"IP9959","RALN","AP","PC","0","0","0","0","0","0","0,36","0"
"IP10985","PRTN","AP","PC","0,53","0,84","0","0","0","0","0","0"
"PA133","PRTN","AP","PC","19,85","12,77","0","0","0","1","0","0"
"PA10130","REVA","AP","PC","0,83","0,83","0","0","0","0","0","0"
"PA132","PRTN","AP","PC","6,01","2,4","0","0","0","0","0","0"
"PA148","RALN","AP","PC","9,12","0","0","0","0","0","0","0"
"V9730","RESI","AP","PC","1","5","0","0","0","0","2","0"
"IR10216","ERIC","AP","PC","78,88","29,39","0","0","0","0","0","0"
"IR9963","ERIC","AP","PC","0","0","0","0","0","0","0","1"
"IR73","ERIC","AP","PC","26","56","0","0","0","0","0","0"
"IR8598","ERIC","AP","PC","0,08","0","0","0","0","0","0","0"
"PN8573","EPNE","AP","PC","2,25","0","0","0","0","0","0","0"
"PN8568","EPNE","AP","PC","33","109","0","0","0","0","0","0"
"F8522","EPNE","AP","PC","0","4","0","0","0","0","0","0"
"RS9195","REFR","AP","PC","16,07","1","0","0","0,44","0","0","0"
"RS9830","PRTN","AP","PC","5","1,92","0","0","0","0","0","0"
"RS9203","RESA","AP","PC","19,99","4","0","0","0","0","0","0"
"RS9206","RETN","AP","PC","1","0","0","0","0","0","0","0"
"RS9208","REVA","AP","PC","54,53","11,7","0","0","0","0","0","0"
"Q9130","UNIV","AP","PC","1,72","0","0","0","0","0","0","0"
"Q9131","UNIV","AP","PC","18","8","0","0","0","0","0","0"
"Q9188","UNIV","AP","PC","0","0","0","0","2","3","0","0"
"Q9145","UNIV","AP","PC","0","0","0","0","0","0","1,83","0,58"
"Q9149","UNIV","AP","PC","22,1","2,3","0","0","0","0","0","0"
"Q9170","UNIV","AP","PC","85","45","0","0","0","0","0","0"
"Q9150","UNIV","AP","PC","15,74","4,41","0","0","0","0","0","0"
"Q9151","UNIV","AP","PC","32,96","12,75","0","0","0","0","0","0"
"Q9160","UNIV","AP","PC","0","0","0","0","3","11","0","0"
"Q9163","UNIV","AP","PC","0,62","0","0","0","0","0","0","0"
"Q9166","UNIV","AP","PC","5,8","1,52","0","0","0","0","0","0"
"Q9168","UNIV","AP","PC","158,85","171,95","0","0","0","0","0","0"
"Q9169","UNIV","AP","PC","2,49","1,94","0","0","0","0","0","0"
"Q9144","UNIV","AP","PC","1","0","0","0","0","0","0","0"
"Q9129","UNIV","AP","PC","3,49","2,45","0","0","0","0","0","0"
"M8653","MNST","AP","PC","15","45","0","0","0","0","0","0"
"AA8582","EPNE","ND","AA","5","6","0","0","0","0","0","0"
"E8446","EPNE","ND","AA","0","0,55","0","0","0","0","0","0"
"E8469","EPNE","ND","AA","0","1","0","0","0","0","0","0"
"CF8590","EPNE","ND","AA","0","0","0","0","1","0","0","0"
"PN10597","EPNE","ND","AA","1","0","0","0","0","0","0","0"
"PN8576","EPNE","ND","AA","0","1","0","0","0","0","0","0"
"PN8577","EPNE","ND","AA","0","0","0","0","0,18","0","24","0"
"PN10332","EPNE","ND","AA","1","0","0","0","0","0","0","0"
"PN9971","EPNE","ND","AA","4,85","0","0","0","0","0","0","0"
"PN8574","EPNE","ND","AA","8","1","0","0","0","0","0","0"
"T9312","RALN","ND","CB","0","0","0","0","1","2","0","0"
"T9298","RALN","ND","CB","0","0","0","0","1","4","0","0"
"T9319","RALN","ND","CB","0","0","0","0","2","3","0","0"
"T10845","REVA","ND","CB","2,1","1,75","0","0","0","0","0","0"
"CS10446","RALN","ND","CB","0,25","0,25","0","0","0","0","0,57","0"
"CS10381","REFR","ND","CB","0","0","0","0","0","0","0,16","0"
"CS9916","RALN","ND","CB","2","10,85","0","0","0","0","0,07","0"
"CS9940","RALN","ND","CB","0","1","0","0","0","0","0","0"
"CS10096","RALN","ND","CB","0,42","2,25","0","0","0","0","0","0"
"CS10168","RALN","ND","CB","0","0","0","0","0","0","0","1"
"CS10917","RALN","ND","CB","0","0","0","0","0","0,42","0","0"
"CS10020","REFR","ND","CB","0","0","0","0","0","0,84","0,81","0,78"
"CS10376","RALN","ND","CB","0,58","0,83","0","0","0","0","0","0"
"CS10685","RALN","ND","CB","0","1","0","0","0","0","0","0"
"CS10169","RALN","ND","CB","0","0","0","0","0","0","0,43","0,55"
"CS10595","RALN","ND","CB","0","0","0","0","0","1","0","0"
"CS11059","PRTN","ND","CB","0","1","0","0","0","0","0","0"
"CS11870","REFR","ND","CB","0","0","0","0","0","0","0,83","0"
"CS10254","RALN","ND","CB","0","0","0","0","1","23,1","0","0"
"CS9922","RALN","ND","CB","0","0","0","0","0","0","0","2"
"CS10552","RALN","ND","CB","0,57","2,46","0","0","0","0","0","0"
"CS10377","RALN","ND","CB","0","1","0","0","0","0","0","0"
"CS10333","REFR","ND","CB","0","0","0","0","0","0","0,06","1,17"
"CS10052","RALN","ND","CB","0","2,92","0","0","0","0","0","0"
"CS11097","RALN","ND","CB","0","0","0","0","0","3","0","0"
"CS9938","RALN","ND","CB","0,25","0","0","0","1","0,59","0","0"
"CS10265","RALN","ND","CB","0,75","4,12","0","0","0,48","0,33","0","0"
"CS10297","RALN","ND","CB","0","0","0","0","0","1","0","0"
"CS10064","RALN","ND","CB","0","0","0","0","0","0,76","0","0"
"CS12612","RALN","ND","CB","0,61","0","0","0","0","0","0","0"
"CS10373","RALN","ND","CB","0,5","0","0","0","0","0","0","0"
"CS10629","RALN","ND","CB","0,29","0,5","0","0","0","0","0","0"
"C209","RALN","ND","CB","0","0","0","0","0","0","1,55","0,55"
"C210","RALN","ND","CB","0","0","0","0","0,5","0,5","0","0"
"C222","RALN","ND","CB","0","0","0","0","0","0","11","3"
"C223","RALN","ND","CB","1,38","3,37","0","0","0","0","0","0"
"C225","RALN","ND","CB","9","25","0","0","0","0","0","0"
"C226","RALN","ND","CB","24,09","55,75","0","0","0","0","0","0"
"C230","RALN","ND","CB","1,44","0","0","0","0","0","0","0"
"C231","RALN","ND","CB","0,55","0","0","0","0","0","0,64","0"
"C232","RALN","ND","CB","0","0","0","0","0","0","2,42","0,17"
"C234","RALN","ND","CB","0","0","0","0","2","0","0","0"
"C236","RALN","ND","CB","1","1","0","0","0","0","0","0"
"C238","RALN","ND","CB","2,03","2,89","0","0","0","0","0","0"
"C241","RALN","ND","CB","1","0","0","0","0","0","0","3"
"C243","RALN","ND","CB","9","8","0","0","0","0","0","0"
"C8248","RALN","ND","CB","0","14,5","0","0","0","0","1,3","0,5"
"C246","RALN","ND","CB","0","0","0","0","0","0","0,93","0"
"C247","RALN","ND","CB","10","24","0","0","0","0","10","24"
"C248","RALN","ND","CB","0","0,04","0","0","0","0","0","0"
"C250","RALN","ND","CB","7,5","17,27","0","0","0","0","0","0"
"C254","RALN","ND","CB","0","0","0","0","0","0","0,78","0"
"C257","RALN","ND","CB","0","0","0","0","0","0","10","3"
"C262","RALN","ND","CB","0","0,7","0","0","0","0","0","0"
"C263","RALN","ND","CB","2","1","0","0","0","0","0","0"
"C268","RALN","ND","CB","1,32","2,65","0","0","0","0","0","0"
"C277","RALN","ND","CB","7,62","11,09","0","0","0","0","1","2"
"C278","RALN","ND","CB","0","0","0","0","0","0","0","0,42"
"C279","RALN","ND","CB","0","0","0","0","0","0","1,32","0,56"
"C284","RALN","ND","CB","0","1","0","0","0","0","1,5","1,67"
"C287","RALN","ND","CB","2","2","0","0","0","0","0","0"
"C288","REFR","ND","CB","0","0","0","0","0","0","0","1"
"C303","RALN","ND","CB","0","0","0","0","0","0","2","0,46"
"C306","RALN","ND","CB","0","0","0","0","0","0","0","1"
"C308","RALN","ND","CB","0","0","0","0","0","0","5,58","4,83"
"C311","RALN","ND","CB","0","0","0","0","0","0","3,47","0,09"
"C314","RALN","ND","CB","0","0","0","0","0","0","0","2"
"C312","RALN","ND","CB","0","1","0","0","0","0","0","0"
"C316","RALN","ND","CB","0","1","0","0","0","0","0","0"
"C317","RALN","ND","CB","0,86","0","0","0","0","0","0","0"
"C322","RALN","ND","CB","0","1","0","0","0","0","9,16","2,08"
"C324","RALN","ND","CB","0,22","0","0","0","0","0","0","0"
"C326","RALN","ND","CB","0","0,16","0","0","0","0","0","0"
"C327","RALN","ND","CB","0","0","0","0","0","0","0,86","0"
"C330","PRTN","ND","CB","0,25","0,08","0","0","0","0","0","0"
"C329","RALN","ND","CB","0,37","0","0","0","0","0,18","0","0"
"C332","RALN","ND","CB","5,2","1,44","0","0","0","0","0","0"
"C333","RALN","ND","CB","0","0","0","0","0,38","0,66","7,5","2,46"
"C334","RALN","ND","CB","0","0,23","0","0","0","0","0","0"
"C335","RALN","ND","CB","0","0","0","0","0","0","2,57","3,95"
"C337","RALN","ND","CB","0","0","0","0","0,67","0","0","0"
"C344","RALN","ND","CB","7,15","51,85","0","0","0","0","3,33","41,67"
"C345","RALN","ND","CB","1,33","4,7","0","0","0","0","0","0"
"C351","RALN","ND","CB","7,22","8,67","0","0","0","0","0","0"
"C356","RALN","ND","CB","0","0","0","0","0","0","3","2"
"C357","RALN","ND","CB","0","0","0","0","0","0","0,4","0"
"C359","RALN","ND","CB","2,31","0","0","0","1,77","0","0","0"
"C361","RALN","ND","CB","0","1,32","0","0","0","0","0","0,55"
"C368","RALN","ND","CB","0,67","2,68","0","0","0","0","0","0"
"C362","RALN","ND","CB","0,58","6,38","0","0","0","0","0","0"
"C364","RALN","ND","CB","0","0","0","0","0","0","0,35","0"
"C373","RALN","ND","CB","0","0","0","0","0,39","0","0","0"
"C374","RALN","ND","CB","0","0","0","0","0","0","1,67","0"
"C376","RALN","ND","CB","0","1","0","0","0","0","0","0"
"C378","RALN","ND","CB","0","0","0","0","0","0","0,37","0,46"
"C380","RALN","ND","CB","0","1,15","0","0","0","0","0,15","0,44"
"C382","RALN","ND","CB","0","0","0","0","0","1","0","0"
"C12509","RALN","ND","CB","0","0,8","0","0","0","0","2,09","0,58"
"C388","RALN","ND","CB","0,09","0","0","0","0","0","0","0"
"C12480","PRTN","ND","CB","0","0,61","0","0","0","0","0","0"
"C390","RALN","ND","CB","0","0","0","0","0","0,34","0","0"
"C394","RALN","ND","CB","0,55","0","0","0","0","0","0,35","0,25"
"C395","RALN","ND","CB","0","0","0","0","0,25","0","0","0"
"C396","RALN","ND","CB","0","1,5","0","0","0","0","0","0"
"C397","RALN","ND","CB","0","0","0","0","0","0","0","0,55"
"C12503","RALN","ND","CB","0,83","0","0","0","0","0","0","0"
"C402","RALN","ND","CB","1,44","4,32","0","0","0","0","0","0"
"C403","RALN","ND","CB","0","2","0","0","0","0","0","0"
"C12494","PRTN","ND","CB","0","0,34","0","0","0","0","0","0"
"C405","RALN","ND","CB","0","0","0","0","0","0","2","1"
"C409","RALN","ND","CB","0","0","0","0","0","0","1","0"
"C410","RALN","ND","CB","3,49","0","0","0","0,25","0","0","0"
"C416","RALN","ND","CB","0","2,17","0","0","0","0","0","0"
"C421","RALN","ND","CB","0","0","0","0","0","0","0,46","0"
"C422","RALN","ND","CB","0","0","0","0","0","0","6","3"
"C423","RALN","ND","CB","0","1","0","0","0","0","0","0"
"C428","RALN","ND","CB","1,66","0,99","0","0","0,39","1,61","3,61","0,39"
"C430","RALN","ND","CB","0,04","0,79","0","0","0","0","1,07","0,68"
"C439","REFR","ND","CB","0","0","0","0","0","0","0,99","0"
"C441","RALN","ND","CB","0","0","0","0","0,79","0","0","0"
"C442","PRBZ","ND","CB","0,25","0,56","0","0","0","0","0","0"
"C445","RALN","ND","CB","0","0","0","0","0","0","3,17","0,95"
"C446","RALN","ND","CB","2","0","0","0","0","0","0","0"
"C457","RALN","ND","CB","1","0","0","0","0","0","0","0"
"C458","RALN","ND","CB","0","0","0","0","0","0","0,19","0,52"
"C473","RALN","ND","CB","0","0","0","0","0,67","0","0","0"
"C481","PRBZ","ND","CB","0,85","3,81","0","0","0","0","0","0"
"C483","RALN","ND","CB","0","0","0","0","0","0","1,36","0,97"
"C486","RALN","ND","CB","0","0","0","0","1","1","0","0"
"C489","RALN","ND","CB","0","0","0","0","0","2","0","0"
"C493","REFR","ND","CB","0","0","0","0","0","0","1,26","0"
"C497","RALN","ND","CB","0","9,33","0","0","0","0","0","0"
"C503","RALN","ND","CB","0,84","0","0","0","0","0","0","0"
"C508","RALN","ND","CB","0,46","0","0","0","0","0","0","0"
"C512","RALN","ND","CB","0","0","0","0","0","0","0,15","0,77"
"C513","PRTN","ND","CB","1,12","2,06","0","0","0","0","0,45","0,45"
"C516","RALN","ND","CB","0","0","0","0","0","0","0","0,33"
"C518","RALN","ND","CB","0","0","0","0","0","0","0","0,46"
"C8250","RALN","ND","CB","0","3","0","0","0","0","0","0"
"C523","RALN","ND","CB","6","0","0","0","0","0","0","0"
"C524","RALN","ND","CB","1","2","0","0","0","0","0","0"
"C528","RALN","ND","CB","0","0,07","0","0","0","0","10,2","1,08"
"C532","RALN","ND","CB","0","1","0","0","0","0","0","0"
"C534","RALN","ND","CB","0,72","2,89","0","0","0","0","0","0"
"C538","RALN","ND","CB","0,11","0","0","0","0","0","0","0"
"C539","RALN","ND","CB","0","0","0","0","0","1","0","0"
"C540","RALN","ND","CB","0","0","0","0","0","0","0,77","6,6"
"C551","RALN","ND","CB","0","1","0","0","0","0","0","0"
"C553","RALN","ND","CB","0","0,07","0","0","0","0","0","0"
"C554","RALN","ND","CB","0","0","0","0","0","0","1","0"
