"Istituzione","Contratto","Categoria","Qualifica","Causale Cessazione","Uomini","Donne"
"M10395","MNST","2A","035F05","C01","2","1"
"M10395","MNST","2A","035F04","C01","2","2"
"M10395","MNST","2A","034F03","C01","4","1"
"M10395","MNST","2A","032F02","C01","4","2"
"M8659","MNST","D2","0D0079","C01","5","4"
"M8659","MNST","3A","044F06","C01","2","4"
"M8659","MNST","3A","043F04","C01","4","1"
"M8659","MNST","3A","042F03","C01","16","4"
"M8659","MNST","3A","041F02","C01","10","5"
"M8659","MNST","3A","040F01","C01","6","2"
"M8659","MNST","2A","035F05","C01","4","2"
"M8659","MNST","2A","035F04","C01","46","30"
"M8659","MNST","2A","034F03","C01","189","42"
"M8659","MNST","2A","032F02","C01","226","36"
"M8659","MNST","2A","030F01","C01","2","0"
"M8659","MNST","1A","024F03","C01","27","8"
"M8652","MNST","D2","0D0079","C01","2","1"
"M8652","MNST","3A","044F06","C01","2","1"
"M8652","MNST","3A","044F05","C01","5","2"
"M8652","MNST","3A","043F04","C01","3","3"
"M8652","MNST","3A","042F03","C01","23","7"
"M8652","MNST","3A","041F02","C01","72","14"
"M8652","MNST","3A","040F01","C01","1","0"
"M8652","MNST","2A","035F05","C01","17","5"
"M8652","MNST","2A","035F04","C01","12","3"
"M8652","MNST","2A","034F03","C01","41","19"
"M8652","MNST","2A","032F02","C01","38","7"
"M8652","MNST","2A","030F01","C01","3","0"
"M8652","MNST","1A","024F03","C01","8","0"
"M8652","MNST","1A","024F02","C01","32","4"
"M8652","MNST","1A","023F01","C01","1","0"
"M8664","MNST","D2","0D0079","C01","1","0"
"M8664","MNST","D2","0D0594","C01","3","0"
"M8664","MNST","MS","0D0497","C01","2","0"
"M8664","MNST","3A","042F03","C01","0","3"
"M8664","MNST","3A","040F01","C01","1","1"
"M8664","MNST","2A","034F03","C01","7","2"
"M8664","MNST","2A","032F02","C01","6","0"
"M8664","MNST","2A","030F01","C01","0","2"
"M8664","MNST","1A","024F02","C01","0","1"
"M8666","MNST","D1","0D0077","C01","1","0"
"M8666","MNST","3A","042F03","C01","1","0"
"M8666","MNST","2A","032F02","C01","2","0"
"M10756","MNST","D2","0D0079","C01","4","0"
"M10756","MNST","3A","044F06","C01","5","0"
"M10756","MNST","3A","044F05","C01","4","2"
"M10756","MNST","3A","043F04","C01","9","0"
"M10756","MNST","3A","042F03","C01","5","0"
"M10756","MNST","2A","035F05","C01","5","2"
"M10756","MNST","2A","035F04","C01","7","0"
"M10756","MNST","2A","034F03","C01","4","4"
"M10756","MNST","2A","032F02","C01","2","2"
"M10756","MNST","1A","024F03","C01","11","0"
"M10756","MNST","1A","024F02","C01","1","0"
"M8660","MNST","D2","0D0079","C01","0","2"
"M8660","MNST","3A","044F06","C01","4","1"
"M8660","MNST","3A","044F05","C01","0","1"
"M8660","MNST","3A","043F04","C01","2","0"
"M8660","MNST","3A","040F01","C01","0","2"
"M8660","MNST","2A","035F05","C01","2","0"
"M8660","MNST","2A","035F04","C01","0","2"
"M8660","MNST","2A","034F03","C01","1","0"
"M8660","MNST","2A","032F02","C01","2","2"
"M8668","MNST","D2","0D0079","C01","4","2"
"M8668","MNST","3A","044F06","C01","1","4"
"M8668","MNST","3A","044F05","C01","9","1"
"M8668","MNST","3A","043F04","C01","9","3"
"M8668","MNST","3A","042F03","C01","13","3"
"M8668","MNST","3A","041F02","C01","1","1"
"M8668","MNST","3A","040F01","C01","2","0"
"M8668","MNST","2A","035F05","C01","1","2"
"M8668","MNST","2A","035F04","C01","4","3"
"M8668","MNST","2A","034F03","C01","13","2"
"M8668","MNST","2A","032F02","C01","5","0"
"M8668","MNST","2A","030F01","C01","3","0"
"M8668","MNST","1A","024F03","C01","5","1"
"M8655","MNST","D1","0D0077","C01","0","1"
"M8655","MNST","3A","044F06","C01","4","3"
"M8655","MNST","3A","044F05","C01","3","1"
"M8655","MNST","3A","043F04","C01","2","4"
"M8655","MNST","3A","042F03","C01","11","19"
"M8655","MNST","3A","041F02","C01","8","0"
"M8655","MNST","3A","040F01","C01","0","14"
"M8655","MNST","2A","035F05","C01","9","6"
"M8655","MNST","2A","035F04","C01","4","15"
"M8655","MNST","2A","034F03","C01","15","13"
"M8655","MNST","2A","032F02","C01","9","7"
"M8655","MNST","2A","030F01","C01","12","8"
"M8655","MNST","1A","024F03","C01","23","5"
"M10398","MNST","D2","0D0079","C01","5","2"
"M10398","MNST","3A","044F06","C01","5","2"
"M10398","MNST","3A","044F05","C01","1","0"
"M10398","MNST","3A","043F04","C01","9","10"
"M10398","MNST","3A","042F03","C01","1","2"
"M10398","MNST","3A","041F02","C01","1","0"
"M10398","MNST","2A","035F06","C01","1","0"
"M10398","MNST","2A","035F05","C01","7","5"
"M10398","MNST","2A","035F04","C01","1","1"
"M10398","MNST","2A","034F03","C01","4","2"
"M10398","MNST","2A","032F02","C01","1","3"
"M10398","MNST","1A","024F03","C01","1","1"
"M10398","MNST","1A","023F01","C01","1","0"
"M10400","MNST","D1","0D0077","C01","1","0"
"M10400","MNST","D2","0D0079","C01","3","1"
"M10400","MNST","3A","044F07","C01","2","1"
"M10400","MNST","3A","044F06","C01","2","2"
"M10400","MNST","3A","044F05","C01","4","3"
"M10400","MNST","3A","043F04","C01","4","4"
"M10400","MNST","3A","042F03","C01","4","2"
"M10400","MNST","3A","041F02","C01","1","0"
"M10400","MNST","2A","035F05","C01","1","2"
"M10400","MNST","2A","035F04","C01","3","3"
"M10400","MNST","2A","034F03","C01","2","2"
"M10400","MNST","2A","032F02","C01","1","0"
"M10400","MNST","2A","030F01","C01","1","0"
"M10400","MNST","1A","024F03","C01","1","0"
"M8665","MNST","D1","0D0077","C01","1","1"
"M8665","MNST","D2","0D0079","C01","5","4"
"M8665","MNST","3A","044F06","C01","50","37"
"M8665","MNST","3A","044F05","C01","9","6"
"M8665","MNST","3A","043F04","C01","7","8"
"M8665","MNST","3A","042F03","C01","9","11"
"M8665","MNST","3A","041F02","C01","4","3"
"M8665","MNST","3A","040F01","C01","14","42"
"M8665","MNST","2A","035F05","C01","10","5"
"M8665","MNST","2A","035F04","C01","18","5"
"M8665","MNST","2A","034F03","C01","70","64"
"M8665","MNST","2A","032F02","C01","25","8"
"M8665","MNST","2A","030F01","C01","14","4"
"M8665","MNST","1A","024F03","C01","12","7"
"M8665","MNST","1A","023F01","C01","2","1"
"RA65","MNST","3A","044F05","C01","2","0"
"RA65","MNST","3A","043F04","C01","1","1"
"RA65","MNST","3A","041F02","C01","1","0"
"RA65","MNST","2A","035F04","C01","1","0"
"RA65","MNST","2A","032F02","C01","1","0"
"RA65","MNST","2A","030F01","C01","4","0"
"RA65","MNST","PC","000061","C01","1","0"
"M8649","PCMD","D1","0D0CON","C01","0","1"
"M8649","PCMD","CA","0CAF08","C01","6","2"
"M8649","PCMD","CA","0CAF06","C01","2","2"
"M8649","PCMD","CA","0CAF05","C01","1","1"
"M8649","PCMD","CA","0CAF03","C01","2","0"
"M8649","PCMD","CB","0CBF09","C01","1","1"
"M8649","PCMD","CB","0CBF08","C01","2","0"
"M8649","PCMD","CB","0CBF07","C01","3","0"
"M8649","PCMD","CB","0CBF03","C01","1","0"
"AG9844","AGFI","D2","0D0079","C01","1","0"
"AG9844","AGFI","3A","044F06","C01","1","0"
"AG9844","AGFI","3A","044F05","C01","12","1"
"AG9844","AGFI","3A","043F04","C01","3","1"
"AG9844","AGFI","3A","042F03","C01","5","0"
"AG9844","AGFI","3A","041F02","C01","2","1"
"AG9844","AGFI","3A","040F01","C01","1","1"
"AG9844","AGFI","2A","035F05","C01","4","1"
"AG9844","AGFI","2A","035F04","C01","12","3"
"AG9844","AGFI","2A","034F03","C01","6","0"
"AG9844","AGFI","2A","032F02","C01","9","2"
"AG9844","AGFI","2A","030F01","C01","2","0"
"AG9844","AGFI","1A","024F02","C01","1","1"
"AG9847","AGFI","D1","0D0077","C01","4","0"
"AG9847","AGFI","D1","0D0078","C01","1","0"
"AG9847","AGFI","D2","0D0079","C01","8","3"
"AG9847","AGFI","3A","044F06","C01","16","8"
"AG9847","AGFI","3A","044F05","C01","22","8"
"AG9847","AGFI","3A","043F04","C01","41","12"
"AG9847","AGFI","3A","042F03","C01","28","3"
"AG9847","AGFI","3A","041F02","C01","23","14"
"AG9847","AGFI","3A","040F01","C01","16","11"
"AG9847","AGFI","2A","035F06","C01","1","0"
"AG9847","AGFI","2A","035F05","C01","16","7"
"AG9847","AGFI","2A","035F04","C01","48","26"
"AG9847","AGFI","2A","034F03","C01","23","20"
"AG9847","AGFI","2A","032F02","C01","16","6"
"AG9847","AGFI","2A","030F01","C01","8","3"
"AG9847","AGFI","1A","024F02","C01","1","0"
"M8655","VVFF","DI","0D0188","C01","4","0"
"M8655","VVFF","DI","0D0189","C01","3","0"
"M8655","VVFF","DI","0D026A","C01","2","0"
"M8655","VVFF","VD","D43D05","C01","2","0"
"M8655","VVFF","IA","I42SD3","C01","4","0"
"M8655","VVFF","IA","I42SD2","C01","1","0"
"M8655","VVFF","IA","I42IS4","C01","5","0"
"M8655","VVFF","IA","I42IS3","C01","21","0"
"M8655","VVFF","IA","I42IS2","C01","12","0"
"M8655","VVFF","CL","C40DA3","C01","4","0"
"M8655","VVFF","CL","C40CA2","C01","5","1"
"M8655","VVFF","CT","C40CI2","C01","0","1"
"M8655","VVFF","CR","Q34CR3","C01","32","0"
"M8655","VVFF","CR","Q34CR1","C01","111","0"
"M8655","VVFF","CR","Q32CS3","C01","46","0"
"M8655","VVFF","CR","Q32CS2","C01","4","0"
"M8655","VVFF","CR","Q32CS1","C01","6","0"
"M8655","VVFF","CR","V30VF5","C01","8","0"
"M8655","VVFF","AT","E32AS3","C01","1","0"
"M8655","VVFF","AT","E32AS2","C01","8","3"
"M8655","VVFF","OP","O25OP4","C01","3","0"
"M8655","VVFF","OP","O25OP3","C01","2","0"
"M8655","VVFF","OP","O25OP2","C01","0","1"
"M8659","CM09","DI","0D0358","C01","1","0"
"M8659","CCSS","DI","0D0554","C01","4","0"
"M8659","CCSS","DI","0D0221","C01","3","0"
"M8659","CCSS","DI","0D0220","C01","5","0"
"M8659","CCSS","DI","0D0218","C01","29","0"
"M8659","CCSS","TS","0D0229","C01","6","0"
"M8659","CCSS","TS","0D0527","C01","1","0"
"M8659","CCSS","UF","018226","C01","1","0"
"M8659","CCSS","IP","016MC0","C01","4","0"
"M8659","CCSS","IP","016224","C01","5","0"
"M8659","CCSS","IP","015238","C01","1","0"
"M8659","CCSS","IP","017837","C01","11","0"
"M8659","CCSS","IP","017836","C01","147","0"
"M8659","CCSS","IP","017237","C01","4","0"
"M8659","CCSS","IP","014324","C01","1","0"
"M8659","CCSS","RS","015212","C01","34","0"
"M8659","CCSS","RS","014211","C01","15","0"
"M8659","CCSS","RS","014230","C01","3","0"
"M8659","CCSS","RS","015839","C01","37","0"
"M8659","CCSS","PP","013231","C01","54","0"
"M8659","CCSS","PP","013210","C01","1","0"
"M8659","CCSS","PP","013842","C01","1","0"
"M8660","CFOR","DI","0D0189","C01","1","0"
"M8660","CFOR","TS","0D0572","C01","1","0"
"M8660","CFOR","IP","017836","C01","20","0"
"M8660","CFOR","RS","015839","C01","3","0"
"M8660","CFOR","RS","015198","C01","14","0"
"M8660","CFOR","AS","013259","C01","4","0"
"M8660","CFOR","PC","000061","C01","6","0"
"M8668","GGFF","DI","0D0219","C01","1","0"
"M8668","GGFF","DI","0D0554","C01","2","0"
"M8668","GGFF","DI","0D0221","C01","1","0"
"M8668","GGFF","DI","0D0220","C01","5","0"
"M8668","GGFF","DI","0D0218","C01","19","0"
"M8668","GGFF","TS","0D0525","C01","1","0"
"M8668","GGFF","TS","0D0229","C01","1","0"
"M8668","GGFF","TS","0D0228","C01","8","0"
"M8668","GGFF","TS","0D0528","C01","2","0"
"M8668","GGFF","TS","0D0529","C01","1","0"
"M8668","GGFF","UF","019222","C01","4","0"
"M8668","GGFF","UF","018213","C01","3","0"
"M8668","GGFF","IP","017836","C01","68","0"
"M8668","GGFF","IP","017837","C01","7","0"
"M8668","GGFF","IP","017237","C01","7","0"
"M8668","GGFF","IP","016MC0","C01","7","0"
"M8668","GGFF","IP","016224","C01","1","0"
"M8668","GGFF","RS","015212","C01","21","0"
"M8668","GGFF","RS","014211","C01","8","0"
"M8668","GGFF","RS","015839","C01","55","0"
"M8668","GGFF","PP","013842","C01","6","0"
"M8655","PPSS","DI","0D0400","C01","5","0"
"M8655","PPSS","DI","0D0189","C01","18","1"
"M8655","PPSS","DI","0D0274","C01","11","7"
"M8655","PPSS","TS","0D0203","C01","12","5"
"M8655","PPSS","TS","0D0515","C01","1","1"
"M8655","PPSS","TS","0D0202","C01","2","1"
"M8655","PPSS","IP","017836","C01","79","15"
"M8655","PPSS","IP","017837","C01","3","0"
"M8655","PPSS","IP","017268","C01","11","0"
"M8655","PPSS","IP","016192","C01","1","0"
"M8655","PPSS","IP","016IC0","C01","80","0"
"M8655","PPSS","RS","015198","C01","14","1"
"M8655","PPSS","RS","014197","C01","8","0"
"M8655","PPSS","RS","014280","C01","3","1"
"M8655","PPSS","RS","015839","C01","65","0"
"M8655","PPSS","AS","013259","C01","1","0"
"M8655","PPSS","AS","013181","C01","1","0"
"M8655","PPSS","AS","013179","C01","0","1"
"M8655","PPSS","AS","013257","C01","0","1"
"M8655","PPSS","AS","013842","C01","20","5"
"M8652","PPEN","IP","017836","C01","7","3"
"M8652","PPEN","IP","017837","C01","0","3"
"M8652","PPEN","IP","016IC0","C01","2","2"
"M8652","PPEN","RS","014197","C01","5","8"
"M8652","PPEN","AS","013842","C01","18","38"
"M8659","AAMM","TS","0D0229","C01","3","0"
"M8659","AAMM","MR","017830","C01","17","0"
"M10756","CPOR","DI","0D0329","C01","1","0"
"M10756","CPOR","DI","0D0334","C01","3","0"
"M10756","CPOR","DI","0D0346","C01","3","0"
"M10756","CPOR","TS","0D0563","C01","1","0"
"M10756","CPOR","TS","0D0331","C01","4","0"
"M10756","CPOR","TS","0D0344","C01","2","0"
"M10756","CPOR","MR","017830","C01","10","0"
"M8659","CM10","DI","0D0292","C01","1","0"
"M8659","CM10","DI","0D0358","C01","1","0"
"M8659","EEII","DI","0D0328","C01","6","0"
"M8659","EEII","DI","0D0323","C01","4","0"
"M8659","EEII","DI","0D0317","C01","27","0"
"M8659","EEII","DI","0D0524","C01","1","0"
"M8659","EEII","DI","0D0218","C01","87","0"
"M8659","EEII","TS","0D0525","C01","3","0"
"M8659","EEII","TS","0D0229","C01","301","0"
"M8659","EEII","TS","0D0228","C01","3","0"
"M8659","EEII","TS","0D0527","C01","1","0"
"M8659","EEII","TS","0D0302","C01","10","0"
"M8659","EEII","TS","0D0530","C01","1","0"
"M8659","EEII","UF","019222","C01","2","0"
"M8659","EEII","MR","017830","C01","547","0"
"M8659","EEII","MR","017834","C01","116","0"
"M8659","EEII","MR","017556","C01","50","0"
"M8659","EEII","MR","016MC0","C01","51","0"
"M8659","EEII","MR","016224","C01","9","1"
"M8659","EEII","MR","015238","C01","1","0"
"M8659","MMAA","DI","0D0340","C01","5","0"
"M8659","MMAA","DI","0D0339","C01","2","0"
"M8659","MMAA","DI","0D0334","C01","3","0"
"M8659","MMAA","DI","0D0562","C01","2","0"
"M8659","MMAA","DI","0D0346","C01","50","0"
"M8659","MMAA","TS","0D0331","C01","5","0"
"M8659","MMAA","TS","0D0565","C01","5","0"
"M8659","MMAA","MR","017830","C01","31","0"
"M8659","MMAA","MR","016C10","C01","1","0"
"OC9816","AVST","G1","0D0380","C01","1","0"
"OC9829","CSTA","G1","0D0PSE","C01","10","1"
"OC9815","CCON","G1","0D0364","C01","1","0"
"OC9815","CCON","G1","0D0PGE","C01","1","0"
"OC9815","CCON","G1","0D0PSE","C01","34","6"
"OC9815","CCON","G1","0D0COE","C01","1","0"
"M8659","MAMI","G1","0D0388","C01","2","0"
"M8652","MGOR","G1","0D0MT3","C01","1","0"
"M8652","MGOR","G1","0D0MT4","C01","112","9"
"M8652","MGOR","G1","0D0MT5","C01","0","6"
"M8653","CDIP","E1","0D0106","C01","1","0"
"M8653","CDIP","E1","0D0109","C01","2","0"
"M8653","CDIP","E1","0D0107","C01","1","0"
"M8655","CPRE","I1","0D0111","C01","13","2"
"M8655","CPRE","I1","0D0112","C01","6","6"
"M8655","CPRE","I1","0D0113","C01","1","2"
"M8652","CPEN","CP","0D0DGP","C01","2","0"
"M8652","CPEN","CP","0D0DPP","C01","2","8"
"E8425","EPNE","AC","045000","C01","1","0"
"AA8556","EPNE","AA","023000","C01","1","0"
"AG191","EPNE","D2","0D0079","C01","1","0"
"AG191","EPNE","AC","043000","C01","0","1"
"AG9900","EPNE","AB","034000","C01","1","0"
"E8535","EPNE","AC","045000","C01","0","1"
"E8535","EPNE","AC","043000","C01","3","2"
"E8535","EPNE","AB","034000","C01","1","5"
"AA8582","EPNE","D2","0D0079","C01","1","0"
"AA8582","EPNE","AP","0D0480","C01","0","1"
"AA8582","EPNE","AC","046000","C01","1","0"
"AA8582","EPNE","AC","045000","C01","1","0"
"AA8582","EPNE","AC","040000","C01","1","0"
"AA8582","EPNE","AB","030000","C01","2","0"
"AA8582","EPNE","AA","025000","C01","1","1"
"F8522","EPNE","D1","0D0077","C01","1","0"
"F8522","EPNE","D2","0D0079","C01","2","0"
"F8522","EPNE","MD","0D0584","C01","5","2"
"F8522","EPNE","MD","0D0585","C01","1","2"
"F8522","EPNE","AP","0D0473","C01","1","0"
"F8522","EPNE","AP","0D0480","C01","0","1"
"F8522","EPNE","AC","046000","C01","7","4"
"F8522","EPNE","AC","045000","C01","3","4"
"F8522","EPNE","AC","043000","C01","4","3"
"F8522","EPNE","AC","042000","C01","0","1"
"F8522","EPNE","AC","040000","C01","1","1"
"F8522","EPNE","AB","034000","C01","2","7"
"F8522","EPNE","AB","032000","C01","1","0"
"F8522","EPNE","AA","025000","C01","2","2"
"F8522","EPNE","PC","000061","C01","0","1"
"F8521","EPNE","MD","0D0584","C01","1","0"
"F8521","EPNE","MD","0D0585","C01","4","2"
"F8521","EPNE","AP","0D0473","C01","0","1"
"F8521","EPNE","AP","0D0481","C01","1","0"
"F8521","EPNE","AC","046000","C01","1","3"
"F8521","EPNE","AC","045000","C01","25","8"
"F8521","EPNE","AC","043000","C01","14","16"
"F8521","EPNE","AC","042000","C01","6","4"
"F8521","EPNE","AC","040000","C01","0","1"
"F8521","EPNE","AB","034000","C01","6","2"
"F8521","EPNE","AB","032000","C01","4","3"
"F8521","EPNE","AB","030000","C01","2","0"
"F8521","EPNE","AA","027000","C01","1","1"
"F8521","EPNE","AA","025000","C01","5","1"
"F8521","EPNE","AA","023000","C01","2","4"
"PN9970","EPNE","AB","030000","C01","1","1"
"E8495","EPNE","AC","040000","C01","1","0"
"PN8557","EPNE","AC","043000","C01","0","1"
"PN8557","EPNE","AB","034000","C01","0","1"
"PN8557","EPNE","AA","027000","C01","0","1"
"PN8568","EPNE","AB","032000","C01","1","0"
"E8469","EPNE","AC","040000","C01","0","1"
"E8469","EPNE","AB","032000","C01","0","1"
"IR8540","ERIC","LI","016396","C01","0","1"
"IR8545","ERIC","RI","0D0089","C01","7","1"
"IR8545","ERIC","RI","0D0397","C01","9","2"
"IR8545","ERIC","RI","0D0093","C01","5","1"
"IR8545","ERIC","TC","0D0090","C01","2","1"
"IR8545","ERIC","TC","0D0398","C01","1","0"
"IR8545","ERIC","TC","0D0094","C01","0","2"
"IR8545","ERIC","LI","012088","C01","11","1"
"IR8545","ERIC","LI","012091","C01","2","1"
"IR8545","ERIC","LI","013088","C01","4","1"
"IR8545","ERIC","LI","013087","C01","0","2"
"IR8545","ERIC","LI","014092","C01","4","0"
"IR8545","ERIC","LI","016092","C01","2","0"
"IR8545","ERIC","LI","016396","C01","1","1"
"IR8545","ERIC","LI","016087","C01","0","1"
"IR10216","ERIC","RI","0D0089","C01","2","0"
"IR10216","ERIC","RI","0D0397","C01","3","2"
"IR10216","ERIC","LI","012088","C01","4","0"
"IR10216","ERIC","LI","016092","C01","1","0"
"IR10216","ERIC","LI","016396","C01","1","0"
"IR10216","ERIC","LI","016087","C01","0","2"
"IR10216","ERIC","LI","018092","C01","1","1"
"AA8542","ERIC","RI","0D0089","C01","5","0"
"AA8542","ERIC","RI","0D0397","C01","5","0"
"AA8542","ERIC","TC","0D0090","C01","1","0"
"AA8542","ERIC","TC","0D0E98","C01","1","0"
"AA8542","ERIC","TC","0D0E94","C01","2","0"
"AA8542","ERIC","LI","012088","C01","5","0"
"AA8542","ERIC","LI","013088","C01","1","0"
"AA8542","ERIC","LI","013087","C01","0","1"
"AA8542","ERIC","LI","013EOT","C01","2","0"
"IR9963","ERIC","LI","012088","C01","0","1"
"F8522","ERIC","RI","0D0093","C01","1","0"
"F8522","ERIC","LI","012091","C01","0","1"
"F8522","ERIC","LI","014087","C01","1","0"
"F8522","ERIC","LI","016396","C01","0","1"
"F8522","ERIC","LI","018396","C01","0","2"
"IR8552","ERIC","RI","0D0397","C01","2","0"
"IR8552","ERIC","RI","0D0093","C01","0","1"
"IR8552","ERIC","LI","012088","C01","0","1"
"IR8563","ERIC","RI","0D0089","C01","1","0"
"IR8563","ERIC","LI","012088","C01","1","0"
"IR8563","ERIC","LI","014092","C01","1","0"
"IR8563","ERIC","PC","000061","C01","1","0"
"IR10592","ERIC","TC","0D0398","C01","6","2"
"IR10592","ERIC","TC","0D0094","C01","1","1"
"IR10592","ERIC","D1","0D0077","C01","0","1"
"IR10592","ERIC","LI","012091","C01","0","1"
"IR10592","ERIC","LI","016092","C01","1","0"
"IR73","ERIC","RI","0D0089","C01","3","3"
"IR73","ERIC","LI","012088","C01","1","1"
"IR73","ERIC","LI","012091","C01","1","0"
"IR73","ERIC","LI","013088","C01","1","2"
"IR73","ERIC","LI","013087","C01","1","1"
"IR73","ERIC","LI","014092","C01","2","3"
"IR24","ERIC","RI","0D0089","C01","1","1"
"IR24","ERIC","RI","0D0397","C01","1","0"
"IR24","ERIC","TC","0D0090","C01","1","0"
"IR24","ERIC","TC","0D0398","C01","0","1"
"IR24","ERIC","LI","012088","C01","1","1"
"IR24","ERIC","LI","012091","C01","1","0"
"IR24","ERIC","LI","016396","C01","1","0"
"M8659","ERIC","RI","0D0093","C01","1","0"
"M10400","ERIC","RI","0D0397","C01","1","2"
"IR8550","ERIC","LI","012088","C01","1","0"
"Q9189","UNIV","PR","0D0173","C01","1","0"
"Q9144","UNIV","PR","0D0173","C01","5","0"
"Q9144","UNIV","PR","0D0169","C01","1","1"
"Q9144","UNIV","RI","0D0177","C01","0","1"
"Q9144","UNIV","CE","0E6000","C01","0","1"
"Q9144","UNIV","CD","0D6000","C01","2","0"
"Q9144","UNIV","CC","046000","C01","1","0"
"Q9178","UNIV","PR","0D0173","C01","1","0"
"Q9178","UNIV","PR","0D0169","C01","1","0"
"Q9178","UNIV","CD","051000","C01","0","1"
"Q9178","UNIV","CC","042000","C01","0","1"
"Q9130","UNIV","PR","0D0173","C01","15","1"
"Q9130","UNIV","PR","0D0169","C01","7","3"
"Q9130","UNIV","PR","0D0168","C01","4","0"
"Q9130","UNIV","RI","0D0177","C01","1","2"
"Q9130","UNIV","RI","0D0176","C01","1","0"
"Q9130","UNIV","D2","0D0079","C01","1","0"
"Q9130","UNIV","CE","063000","C01","0","1"
"Q9130","UNIV","PI","0D0170","C01","1","0"
"Q9130","UNIV","CD","050000","C01","4","0"
"Q9130","UNIV","CC","046000","C01","1","0"
"Q9130","UNIV","CC","043000","C01","0","1"
"Q9174","UNIV","PR","0D0173","C01","4","1"
"Q9174","UNIV","PR","0D0169","C01","2","2"
"Q9174","UNIV","PR","0D0168","C01","1","0"
"Q9174","UNIV","RI","0D0177","C01","1","3"
"Q9174","UNIV","CD","0D6000","C01","1","1"
"Q9174","UNIV","CD","051000","C01","0","1"
"Q9174","UNIV","CC","0C7000","C01","1","0"
"Q9163","UNIV","PR","0D0173","C01","19","3"
"Q9163","UNIV","PR","0D0172","C01","2","0"
"Q9163","UNIV","PR","0D0169","C01","14","2"
"Q9163","UNIV","RI","0D0177","C01","3","2"
"Q9163","UNIV","RI","0D0176","C01","2","0"
"Q9163","UNIV","RI","0D0677","C01","1","0"
"Q9163","UNIV","CE","060000","C01","1","0"
"Q9163","UNIV","CB","038000","C01","1","1"
"Q9163","UNIV","AL","000676","C01","0","2"
"Q9184","UNIV","PR","0D0173","C01","2","0"
"Q9184","UNIV","PR","0D0169","C01","1","0"
"Q9184","UNIV","CC","097000","C01","0","1"
"Q9149","UNIV","PR","0D0173","C01","22","9"
"Q9149","UNIV","PR","0D0172","C01","1","0"
