"Istituzione","Contratto","Categoria","Qualifica","Comandati Distaccati Uomini","ComandatiDistaccatiDonne","Fuori Ruolo Uomini","Fuori Ruolo Donne","Comandati Distaccati Estero Uomini","Comandati Distaccati Estero Donne","Fuori Ruolo Estero Uomini","Fuori Ruolo Estero Donne","Convenzioni Uomini","Convenzioni Donne","Convenzioni Estero Uomini","Convenzioni Estero Donne","Esoneri Uomini","Esoneri Donne","Esoneri Interno 70% Uomini","Esoneri Interno 70% Donne"
"C7975","RALN","CD","058000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"C8189","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C8190","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C8269","RALN","FP","0D0102","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C8269","RALN","CD","057000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C237","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C237","RALN","CD","051488","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C237","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C237","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"C237","RALN","CC","046000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C237","RALN","CC","043000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C237","RALN","CC","056000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"C352","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C353","RALN","CD","050000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C375","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C375","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C375","RALN","CD","058000","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"C437","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"CS10861","RALN","CD","051489","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"U10508","SSNA","MD","SD0035","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","SI","S16020","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","LT","T13059","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","LT","T13660","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","LA","A18029","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","LA","A12017","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"E8460","EPNE","AC","045000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"V9743","RALN","CB","0B7A00","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"C3765","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C3765","RALN","CD","051489","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"C3765","RALN","CD","049000","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"C3765","RALN","CC","056000","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"P9068","RALN","FP","0D0102","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"P9068","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"P9068","RALN","CD","0D6000","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"P9068","RALN","CD","051489","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"P9068","RALN","CD","057000","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"P9068","RALN","CC","046000","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P9068","RALN","CC","045000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"P9068","RALN","CC","056000","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"P9068","RALN","DI","0D0165","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"UC10354","RALN","CC","043000","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"UC10354","RALN","CC","056000","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"UC10491","RALN","CD","050000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10491","RALN","CC","046000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"UC10491","RALN","CC","056000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Q9144","UNIV","PR","0D0173","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Q9144","UNIV","PR","0D0168","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Q9144","UNIV","CD","052000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"C496","RALN","FP","0D0485","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C553","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4000","RALN","FP","0D0102","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4000","RALN","CD","049000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C5097","RALN","FP","0D0102","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C5097","RALN","CC","046000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C6657","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"UC10207","RALN","CD","058000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10207","RALN","CB","037492","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C679","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10204","RALN","CC","046000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10204","RALN","CC","045000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1079","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C1079","RALN","CD","050000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"UC9997","RALN","CD","052487","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC9997","RALN","CC","043000","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0"
"C1314","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C1314","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1314","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10205","RALN","CD","052487","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1389","RALN","FP","0D0102","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1389","RALN","CD","050000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C1389","RALN","CC","046000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"UC10206","RALN","CD","0D6000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10206","RALN","CD","052487","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"UC10206","RALN","CD","058000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"UC10206","RALN","CD","050000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"UC10206","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10206","RALN","CC","043000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10206","RALN","CC","056000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10206","RALN","CB","054000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1482","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1544","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C1544","RALN","CD","050000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1626","RALN","FP","0D0102","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C1649","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1649","RALN","CC","046000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C1649","RALN","CC","043000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C1746","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C3245","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C3245","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"C3245","RALN","DI","0D0164","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C2056","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C2056","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"C2057","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C2057","RALN","SP","0D0I95","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C2057","RALN","CD","0D6000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C2058","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2058","RALN","CD","0D6000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C2058","RALN","CD","057000","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"UC10202","RALN","CD","0D6000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10202","RALN","CD","051489","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"UC10202","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10202","RALN","CC","046000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10202","RALN","CB","037493","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C8258","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"UC10162","RALN","CD","058000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10162","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7641","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C7641","RALN","CC","046000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"C7641","RALN","CC","056000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2477","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C8260","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2584","RALN","FP","0D0102","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2614","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C2614","RALN","CD","050000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C2614","RALN","CC","046000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"C2744","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C2744","RALN","SP","0D0I95","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C2744","RALN","CD","052487","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C2757","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C2757","RALN","CC","045000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"UC10203","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"UC10203","RALN","CD","051489","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"UC10203","RALN","CC","056000","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"C3235","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C3235","RALN","CD","050000","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"C3246","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C3263","RALN","CD","057000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C3263","RALN","CC","056000","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"C3405","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C3405","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C3413","RALN","FP","0D0485","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C3543","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C3790","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C3812","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"UC10156","RALN","CD","0D6A00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10156","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"UC10156","RALN","CB","034000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10156","RALN","DI","0D0165","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C3860","RALN","CD","057000","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"C3860","RALN","CC","056000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"C4134","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C4134","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4134","RALN","CC","056000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"C4190","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4190","RALN","SP","0D0I95","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4190","RALN","CD","057000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C4190","RALN","CB","0B7A00","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4224","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4224","RALN","CD","057000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4231","RALN","FP","0D0102","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"C4231","RALN","CD","057000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4239","RALN","FP","0D0103","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4300","RALN","FP","0D0103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"C4300","RALN","CD","0D6000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"C4300","RALN","CD","057000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"UC10200","RALN","CD","051488","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"UC10200","RALN","CD","049000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"UC10200","RALN","CD","057000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"UC10200","RALN","CC","056000","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
